ontology,root,fragment,text,llm_text,model,statements,unique_concepts,unique_relationships,total_relationships,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2000/01/rdf-schema#label,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.w3.org/2002/07/owl#onProperty,http://www.w3.org/2002/07/owl#someValuesFrom,http://purl.org/sig/ont/fma/FMAID,http://purl.org/sig/ont/fma/preferred_name,http://purl.org/sig/ont/fma/synonym,http://www.w3.org/2002/07/owl#disjointWith,http://purl.org/sig/ont/fma/Talairach,http://purl.org/sig/ont/fma/non-English_equivalent,http://purl.org/sig/ont/fma/definition,http://www.w3.org/2000/01/rdf-schema#comment,http://purl.org/sig/ont/fma/EuProstate27,http://purl.org/sig/ont/fma/EuProstate16
fma,http://purl.org/sig/ont/fma/fma81780,"@prefix ns1: <http://purl.org/sig/ont/fma/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix xsd: <http://www.w3.org/2001/XMLSchema#> .

:nerve_to_right_fifth_thoracic_rotator a owl:Class ;
    rdfs:label ""Nerve to right fifth thoracic rotator""@en ;
    ns1:FMAID 81780 ;
    rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :nerve_supply_of ;
            owl:someValuesFrom :right_fifth_thoracic_rotator ],
        :nerve_to_fifth_thoracic_rotator ;
    owl:disjointWith :nerve_to_left_fifth_thoracic_rotator ;
    :preferred_name ""Nerve to right fifth thoracic rotator""^^xsd:string .

","nerve to right fifth thoracic rotator is a type of a nerve to fifth thoracic rotator.
nerve to right fifth thoracic rotator is a type of at least nerve supply of some a right fifth thoracic rotator.
nerve to right fifth thoracic rotator is different from a nerve to left fifth thoracic rotator.
nerve to right fifth thoracic rotator preferred name a Nerve to right fifth thoracic rotator.","The nerve to the right 5th thoracic rotator is a type of nerve that supplies the right 5th thoracic rotator, and it's distinct from the nerve that supplies the left 5th thoracic rotator. Its preferred name is indeed ""Nerve to right fifth thoracic rotator"".",llama3,4,7,8,10,2,1,2,1.0,1.0,1,1.0,,1.0,,,,,,
fma,http://purl.org/sig/ont/fma/fma28465,"@prefix ns1: <http://purl.org/sig/ont/fma/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix xsd: <http://www.w3.org/2001/XMLSchema#> .

:surface_of_left_articular_process_of_third_thoracic_vertebra a owl:Class ;
    rdfs:label ""Surface of left articular process of third thoracic vertebra""@en ;
    ns1:FMAID 28465 ;
    rdfs:subClassOf :surface_of_articular_process_of_third_thoracic_vertebra ;
    :preferred_name ""Surface of left articular process of third thoracic vertebra""^^xsd:string .

","surface of left articular process of third thoracic vertebra is a type of a surface of articular process of third thoracic vertebra.
surface of left articular process of third thoracic vertebra preferred name a Surface of left articular process of third thoracic vertebra.","The surface of the left articular process of the third thoracic vertebra is officially known as the ""Surface of the left articular process of the third thoracic vertebra"".",llama3,2,3,5,5,1,1,1,,,1,1.0,,,,,,,,
fma,http://purl.org/sig/ont/fma/fma84239,"@prefix ns1: <http://purl.org/sig/ont/fma/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix xsd: <http://www.w3.org/2001/XMLSchema#> .

:left_primary_first_upper_molar_tooth a owl:Class ;
    rdfs:label ""Left primary first upper molar tooth""@en ;
    ns1:FMAID 84239 ;
    rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :member_of ;
            owl:someValuesFrom :primary_dentition ],
        :primary_first_upper_molar_tooth ;
    :preferred_name ""Left primary first upper molar tooth""^^xsd:string ;
    :synonym ""Left upper first deciduous molar tooth""^^xsd:string,
        ""Left upper primary tooth D""^^xsd:string,
        ""Tooth I""^^xsd:string .

","left primary first upper molar tooth is a type of a primary first upper molar tooth.
left primary first upper molar tooth is a type of at least member of some a primary dentition.
left primary first upper molar tooth preferred name a Left primary first upper molar tooth.
left primary first upper molar tooth synonym a Left upper first deciduous molar tooth.
left primary first upper molar tooth synonym a Left upper primary tooth D.
left primary first upper molar tooth synonym a Tooth I.","The left primary first upper molar tooth is a type of primary first upper molar tooth, and it's also a part of the primary dentition. It has several preferred names, including ""Left primary first upper molar tooth"", but it's also commonly referred to as the ""Left upper first deciduous molar tooth"", ""Left upper primary tooth D"", or simply ""Tooth I"".",llama3,6,6,8,12,2,1,2,1.0,1.0,1,1.0,3.0,,,,,,,
fma,http://purl.org/sig/ont/fma/fma67314,"@prefix ns1: <http://purl.org/sig/ont/fma/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix xsd: <http://www.w3.org/2001/XMLSchema#> .

:dendrite a owl:Class ;
    rdfs:label ""Dendrite""@en ;
    ns1:FMAID 67314 ;
    rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :continuous_with ;
            owl:someValuesFrom :cell_body_of_neuron ],
        [ a owl:Restriction ;
            owl:onProperty :connection_type ;
            owl:someValuesFrom :chemical_synapse ],
        :neurite ;
    :definition ""Neurite which has as its direct parts a dendrite proper and a set of dendritic spines.""^^xsd:string ;
    :preferred_name ""Dendrite""^^xsd:string .

","dendrite definition a Neurite which has as its direct parts a dendrite proper and a set of dendritic spines..
dendrite is a type of a neurite.
dendrite is a type of at least connection type some a chemical synapse.
dendrite is a type of at least continuous with some a cell body of neuron.
dendrite preferred name a Dendrite.","A dendrite is a specific type of neurite, characterized by having a direct part consisting of the dendrite proper and a set of dendritic spines. It's also a type of neurite that can be connected to other neurons through chemical synapses, and it's continuous with the cell body of a neuron.",llama3,5,8,8,14,3,1,3,2.0,2.0,1,1.0,,,,,1.0,,,
fma,http://purl.org/sig/ont/fma/fma306079,"@prefix ns1: <http://purl.org/sig/ont/fma/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix xsd: <http://www.w3.org/2001/XMLSchema#> .

:left_posterior_middle_cingulate_gyrus a owl:Class ;
    rdfs:label ""Left posterior middle cingulate gyrus""@en ;
    ns1:FMAID 306079 ;
    rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :regional_part ;
            owl:someValuesFrom :dorsal_segment_of_left_posterior_middle_cingulate_gyrus ],
        [ a owl:Restriction ;
            owl:onProperty :part ;
            owl:someValuesFrom :ventral_segment_of_left_posterior_middle_cingulate_gyrus ],
        [ a owl:Restriction ;
            owl:onProperty :regional_part_of ;
            owl:someValuesFrom :left_middle_cingulate_gyrus ],
        :posterior_middle_cingulate_gyrus ;
    :preferred_name ""Left posterior middle cingulate gyrus""^^xsd:string ;
    :synonym ""Left posterior part of middle cingulate gyrus""^^xsd:string .

","left posterior middle cingulate gyrus is a type of a posterior middle cingulate gyrus.
left posterior middle cingulate gyrus is a type of at least part some a ventral segment of left posterior middle cingulate gyrus.
left posterior middle cingulate gyrus is a type of at least regional part of some a left middle cingulate gyrus.
left posterior middle cingulate gyrus is a type of at least regional part some a dorsal segment of left posterior middle cingulate gyrus.
left posterior middle cingulate gyrus preferred name a Left posterior middle cingulate gyrus.
left posterior middle cingulate gyrus synonym a Left posterior part of middle cingulate gyrus.","The left posterior middle cingulate gyrus is essentially the same as itself, but it can also be considered a part or region within the ventral segment of its own structure, or a regional part of the left middle cingulate gyrus, including its dorsal segment. It's also known by its preferred name, ""Left posterior middle cingulate gyrus"", and has the synonym ""Left posterior part of middle cingulate gyrus"".",llama3,6,10,8,18,4,1,4,3.0,3.0,1,1.0,1.0,,,,,,,
fma,http://purl.org/sig/ont/fma/fma225563,"@prefix ns1: <http://purl.org/sig/ont/fma/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix xsd: <http://www.w3.org/2001/XMLSchema#> .

:bony_part_of_seventh_rib a owl:Class ;
    rdfs:label ""Bony part of seventh rib""@en ;
    ns1:FMAID 225563 ;
    rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :constitutional_part_of ;
            owl:someValuesFrom :seventh_rib ],
        [ a owl:Restriction ;
            owl:onProperty :constitutional_part ;
            owl:someValuesFrom :medullary_cavity_of_seventh_rib ],
        [ a owl:Restriction ;
            owl:onProperty :constitutional_part ;
            owl:someValuesFrom :bone_of_seventh_rib ],
        [ a owl:Restriction ;
            owl:onProperty :constitutional_part ;
            owl:someValuesFrom :vasculature_of_bony_part_of_seventh_rib ],
        :bony_part_of_rib ;
    :preferred_name ""Bony part of seventh rib""^^xsd:string .

","bony part of seventh rib is a type of a bony part of rib.
bony part of seventh rib is a type of at least constitutional part of some a seventh rib.
bony part of seventh rib is a type of at least constitutional part some a bone of seventh rib.
bony part of seventh rib is a type of at least constitutional part some a medullary cavity of seventh rib.
bony part of seventh rib is a type of at least constitutional part some a vasculature of bony part of seventh rib.
bony part of seventh rib preferred name a Bony part of seventh rib.","The bony part of the 7th rib, also known as the ""Bony part of seventh rib"", is a type of rib, specifically a constitutional part of the 7th rib bone, and more precisely, it's a constitutional part of the medullary cavity or vasculature within that same 7th rib.",llama3,6,10,7,21,5,1,5,4.0,4.0,1,1.0,,,,,,,,
fma,http://purl.org/sig/ont/fma/fma291945,"@prefix ns1: <http://purl.org/sig/ont/fma/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix xsd: <http://www.w3.org/2001/XMLSchema#> .

:postganglionic_segment_of_posterior_root_of_second_cervical_spinal_nerve a owl:Class ;
    rdfs:label ""Postganglionic segment of posterior root of second cervical spinal nerve""@en ;
    ns1:FMAID 291945 ;
    rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :regional_part_of ;
            owl:someValuesFrom :posterior_root_of_second_cervical_nerve ],
        :postganglionic_segment_of_posterior_root_of_cervical_spinal_nerve ;
    :preferred_name ""Postganglionic segment of posterior root of second cervical spinal nerve""^^xsd:string .

","postganglionic segment of posterior root of second cervical spinal nerve is a type of a postganglionic segment of posterior root of cervical spinal nerve.
postganglionic segment of posterior root of second cervical spinal nerve is a type of at least regional part of some a posterior root of second cervical nerve.
postganglionic segment of posterior root of second cervical spinal nerve preferred name a Postganglionic segment of posterior root of second cervical spinal nerve.","The postganglionic segment of the posterior root of the second cervical spinal nerve is specifically referred to as its own preferred name, which is also the postganglionic segment of the posterior root of the second cervical spinal nerve. Additionally, it can be classified as a regional part of some posterior root of the second cervical nerve, and it's also a type of postganglionic segment found in the posterior roots of cervical spinal nerves.",llama3,3,6,7,9,2,1,2,1.0,1.0,1,1.0,,,,,,,,
fma,http://purl.org/sig/ont/fma/fma35519,"@prefix ns1: <http://purl.org/sig/ont/fma/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix xsd: <http://www.w3.org/2001/XMLSchema#> .

:subtendinous_bursa_of_right_infraspinatus_muscle a owl:Class ;
    rdfs:label ""Subtendinous bursa of right infraspinatus muscle""@en ;
    ns1:FMAID 35519 ;
    rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :constitutional_part_of ;
            owl:someValuesFrom :scapular_part_of_right_shoulder ],
        [ a owl:Restriction ;
            owl:onProperty :member_of ;
            owl:someValuesFrom :set_of_bursae_of_right_shoulder ],
        :subtendinous_bursa_of_infraspinatus_muscle ;
    owl:disjointWith :subtendinous_bursa_of_left_infraspinatus_muscle ;
    :preferred_name ""Subtendinous bursa of right infraspinatus muscle""^^xsd:string .

","subtendinous bursa of right infraspinatus muscle is a type of a subtendinous bursa of infraspinatus muscle.
subtendinous bursa of right infraspinatus muscle is a type of at least constitutional part of some a scapular part of right shoulder.
subtendinous bursa of right infraspinatus muscle is a type of at least member of some a set of bursae of right shoulder.
subtendinous bursa of right infraspinatus muscle is different from a subtendinous bursa of left infraspinatus muscle.
subtendinous bursa of right infraspinatus muscle preferred name a Subtendinous bursa of right infraspinatus muscle.","The subtendinous bursa of the right infraspinatus muscle is a type of subtendinous bursa found in the infraspinatus muscle, specifically on the right side. It's also considered a constitutional part of the scapular region within the right shoulder and is one of several bursae present in this area. Notably, it differs from its counterpart on the left side. Its preferred name is indeed the subtendinous bursa of the right infraspinatus muscle.",llama3,5,9,8,14,3,1,3,2.0,2.0,1,1.0,,1.0,,,,,,
fma,http://purl.org/sig/ont/fma/fma24463,"@prefix ns1: <http://purl.org/sig/ont/fma/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix xsd: <http://www.w3.org/2001/XMLSchema#> .

:distal_phalanx_of_right_little_finger a owl:Class ;
    rdfs:label ""Distal phalanx of right little finger""@en ;
    ns1:FMAID 24463 ;
    rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :regional_part ;
            owl:someValuesFrom :distal_epiphysis_of_distal_phalanx_of_right_little_finger ],
        [ a owl:Restriction ;
            owl:onProperty :constitutional_part_of ;
            owl:someValuesFrom :right_little_finger ],
        [ a owl:Restriction ;
            owl:onProperty :constitutional_part ;
            owl:someValuesFrom :vasculature_of_distal_phalanx_of_right_little_finger ],
        [ a owl:Restriction ;
            owl:onProperty :constitutional_part ;
            owl:someValuesFrom :bony_part_of_distal_phalanx_of_right_little_finger ],
        [ a owl:Restriction ;
            owl:onProperty :constitutional_part ;
            owl:someValuesFrom :articular_cartilage_of_proximal_epiphysis_of_distal_phalanx_of_right_little_finger ],
        [ a owl:Restriction ;
            owl:onProperty :constitutional_part ;
            owl:someValuesFrom :articular_cartilage_of_distal_epiphysis_of_distal_phalanx_of_right_little_finger ],
        [ a owl:Restriction ;
            owl:onProperty :regional_part ;
            owl:someValuesFrom :proximal_epiphysis_of_distal_phalanx_of_right_little_finger ],
        [ a owl:Restriction ;
            owl:onProperty :regional_part ;
            owl:someValuesFrom :diaphysis_of_distal_phalanx_of_right_little_finger ],
        [ a owl:Restriction ;
            owl:onProperty :articulates_with ;
            owl:someValuesFrom :middle_phalanx_of_right_little_finger ],
        [ a owl:Restriction ;
            owl:onProperty :member_of ;
            owl:someValuesFrom :set_of_phalanges_of_right_little_finger ],
        :distal_phalanx_of_little_finger ;
    :preferred_name ""Distal phalanx of right little finger""^^xsd:string ;
    :synonym ""Distal phalanx of fifth digit of right hand""^^xsd:string,
        ""Distal phalanx of right fifth finger""^^xsd:string,
        ""Fifth distal phalanx of right hand""^^xsd:string .

","distal phalanx of right little finger is a type of a distal phalanx of little finger.
distal phalanx of right little finger is a type of at least articulates with some a middle phalanx of right little finger.
distal phalanx of right little finger is a type of at least constitutional part of some a right little finger.
distal phalanx of right little finger is a type of at least constitutional part some a bony part of distal phalanx of right little finger.
distal phalanx of right little finger is a type of at least constitutional part some a vasculature of distal phalanx of right little finger.
distal phalanx of right little finger is a type of at least constitutional part some an articular cartilage of distal epiphysis of distal phalanx of right little finger.
distal phalanx of right little finger is a type of at least constitutional part some an articular cartilage of proximal epiphysis of distal phalanx of right little finger.
distal phalanx of right little finger is a type of at least member of some a set of phalanges of right little finger.
distal phalanx of right little finger is a type of at least regional part some a diaphysis of distal phalanx of right little finger.
distal phalanx of right little finger is a type of at least regional part some a distal epiphysis of distal phalanx of right little finger.
distal phalanx of right little finger is a type of at least regional part some a proximal epiphysis of distal phalanx of right little finger.
distal phalanx of right little finger preferred name a Distal phalanx of right little finger.
distal phalanx of right little finger synonym a Distal phalanx of fifth digit of right hand.
distal phalanx of right little finger synonym a Distal phalanx of right fifth finger.
distal phalanx of right little finger synonym a Fifth distal phalanx of right hand.","The distal phalanx of the right little finger is a type of distal phalanx that articulates with the middle phalanx, is a constitutional part of the right little finger, and is composed of bony parts, vasculature, articular cartilage, and other components. It's also a member of the set of phalanges in the right little finger and has regional parts such as diaphysis, distal epiphysis, and proximal epiphysis.",llama3,15,19,8,48,11,1,11,10.0,10.0,1,1.0,3.0,,,,,,,
fma,http://purl.org/sig/ont/fma/fma38654,"@prefix ns1: <http://purl.org/sig/ont/fma/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix xsd: <http://www.w3.org/2001/XMLSchema#> .

:skin_of_lateral_part_of_left_ring_finger a owl:Class ;
    rdfs:label ""Skin of lateral part of left ring finger""@en ;
    ns1:FMAID 38654 ;
    rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :regional_part_of ;
            owl:someValuesFrom :skin_of_left_ring_finger ],
        :skin_of_lateral_part_of_ring_finger ;
    :preferred_name ""Skin of lateral part of left ring finger""^^xsd:string ;
    :synonym ""Skin of lateral part of fourth digit of left hand""^^xsd:string,
        ""Skin of lateral part of left fourth finger""^^xsd:string .

","skin of lateral part of left ring finger is a type of a skin of lateral part of ring finger.
skin of lateral part of left ring finger is a type of at least regional part of some a skin of left ring finger.
skin of lateral part of left ring finger preferred name a Skin of lateral part of left ring finger.
skin of lateral part of left ring finger synonym a Skin of lateral part of fourth digit of left hand.
skin of lateral part of left ring finger synonym a Skin of lateral part of left fourth finger.","The skin on the outer side of the left ring finger is also known as the skin on the outer side of the ring finger, and it's specifically referred to as the skin on the outer side of the left ring finger or the skin on the outer side of the fourth digit of the left hand, which is equivalent to saying the skin on the outer side of the left fourth finger.",llama3,5,6,8,11,2,1,2,1.0,1.0,1,1.0,2.0,,,,,,,
fma,http://purl.org/sig/ont/fma/fma0326016,"@prefix ns1: <http://purl.org/sig/ont/fma/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix xsd: <http://www.w3.org/2001/XMLSchema#> .

:segment_of_skin_of_pinna a owl:Class ;
    rdfs:label ""Segment of skin of pinna""@en ;
    ns1:FMAID 326016 ;
    rdfs:subClassOf :segment_of_skin_of_external_ear ;
    :preferred_name ""Segment of skin of pinna""^^xsd:string .

","segment of skin of pinna is a type of a segment of skin of external ear.
segment of skin of pinna preferred name a Segment of skin of pinna.","The preferred term for the segment of skin on the pinna, which is a part of the external ear, is indeed ""Segment of skin of pinna"".",llama3,2,3,5,5,1,1,1,,,1,1.0,,,,,,,,
fma,http://purl.org/sig/ont/fma/fma78112,"@prefix ns1: <http://purl.org/sig/ont/fma/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix xsd: <http://www.w3.org/2001/XMLSchema#> .

:trunk_of_spinal_tributary_of_left_first_lumbar_vein a owl:Class ;
    rdfs:label ""Trunk of spinal tributary of left first lumbar vein""@en ;
    ns1:FMAID 78112 ;
    rdfs:subClassOf :trunk_of_spinal_tributary_of_first_lumbar_vein ;
    :preferred_name ""Trunk of spinal tributary of left first lumbar vein""^^xsd:string .

","trunk of spinal tributary of left first lumbar vein is a type of a trunk of spinal tributary of first lumbar vein.
trunk of spinal tributary of left first lumbar vein preferred name a Trunk of spinal tributary of left first lumbar vein.","The preferred name for the ""trunk of spinal tributary of left first lumbar vein"" is actually just that - the ""Trunk of spinal tributary of left first lumbar vein"". It's essentially the same thing, with no additional information or distinction.",llama3,2,3,5,5,1,1,1,,,1,1.0,,,,,,,,
fma,http://purl.org/sig/ont/fma/fma77820,"@prefix ns1: <http://purl.org/sig/ont/fma/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix xsd: <http://www.w3.org/2001/XMLSchema#> .

:deep_lymphatic_plexus_of_left_testis a owl:Class ;
    rdfs:label ""Deep lymphatic plexus of left testis""@en ;
    ns1:FMAID 77820 ;
    rdfs:subClassOf :deep_lymphatic_plexus_of_testis ;
    :preferred_name ""Deep lymphatic plexus of left testis""^^xsd:string .

","deep lymphatic plexus of left testis is a type of a deep lymphatic plexus of testis.
deep lymphatic plexus of left testis preferred name a Deep lymphatic plexus of left testis.","The preferred name for the ""Deep lymphatic plexus of left testis"" is indeed the ""Deep lymphatic plexus of left testis"". It's essentially the same thing, just with a more specific and detailed description.",llama3,2,3,5,5,1,1,1,,,1,1.0,,,,,,,,
fma,http://purl.org/sig/ont/fma/fma283837,"@prefix ns1: <http://purl.org/sig/ont/fma/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix xsd: <http://www.w3.org/2001/XMLSchema#> .

:plexiform_layer_of_left_brodmann_area_23 a owl:Class ;
    rdfs:label ""Plexiform layer of left Brodmann area 23""@en ;
    ns1:FMAID 283837 ;
    rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :constitutional_part_of ;
            owl:someValuesFrom :left_brodmann_area_23 ],
        :plexiform_layer_of_brodmann_area_23 ;
    :preferred_name ""Plexiform layer of left Brodmann area 23""^^xsd:string .

","plexiform layer of left brodmann area 23 is a type of a plexiform layer of brodmann area 23.
plexiform layer of left brodmann area 23 is a type of at least constitutional part of some a left brodmann area 23.
plexiform layer of left brodmann area 23 preferred name a Plexiform layer of left Brodmann area 23.","The plexiform layer of the left Brodmann area 23, also known as the Plexiform layer of the left Brodmann area 23, is a type of plexiform layer found within the left Brodmann area 23 and is a constitutional part of this region.",llama3,3,6,7,9,2,1,2,1.0,1.0,1,1.0,,,,,,,,
fma,http://purl.org/sig/ont/fma/fma45836,"@prefix ns1: <http://purl.org/sig/ont/fma/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix xsd: <http://www.w3.org/2001/XMLSchema#> .

:muscle_fasciculus_of_right_internal_oblique a owl:Class ;
    rdfs:label ""Muscle fasciculus of right internal oblique""@en ;
    ns1:FMAID 45836 ;
    rdfs:subClassOf :muscle_fasciculus_of_internal_oblique ;
    owl:disjointWith :muscle_fasciculus_of_left_internal_oblique ;
    :preferred_name ""Muscle fasciculus of right internal oblique""^^xsd:string .

","muscle fasciculus of right internal oblique is a type of a muscle fasciculus of internal oblique.
muscle fasciculus of right internal oblique is different from a muscle fasciculus of left internal oblique.
muscle fasciculus of right internal oblique preferred name a Muscle fasciculus of right internal oblique.","The muscle fasciculus of the right internal oblique is a type of muscle fasciculus found in the internal oblique muscle, but it's distinct from its counterpart on the left side. Its preferred name is indeed ""muscle fasciculus of the right internal oblique"".",llama3,3,4,6,6,1,1,1,,,1,1.0,,1.0,,,,,,
fma,http://purl.org/sig/ont/fma/fma83261,"@prefix ns1: <http://purl.org/sig/ont/fma/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix xsd: <http://www.w3.org/2001/XMLSchema#> .

:bony_part_of_distal_phalanx_of_big_toe a owl:Class ;
    rdfs:label ""Bony part of distal phalanx of big toe""@en ;
    ns1:FMAID 83261 ;
    rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :constitutional_part ;
            owl:someValuesFrom :bone_of_distal_phalanx_of_big_toe ],
        [ a owl:Restriction ;
            owl:onProperty :constitutional_part_of ;
            owl:someValuesFrom :distal_phalanx_of_big_toe ],
        [ a owl:Restriction ;
            owl:onProperty :constitutional_part ;
            owl:someValuesFrom :periosteum_of_distal_phalanx_of_big_toe ],
        [ a owl:Restriction ;
            owl:onProperty :constitutional_part ;
            owl:someValuesFrom :vasculature_of_bony_part_of_distal_phalanx_of_big_toe ],
        [ a owl:Restriction ;
            owl:onProperty :constitutional_part ;
            owl:someValuesFrom :medullary_cavity_of_distal_phalanx_of_big_toe ],
        :bony_part_of_phalanx_of_big_toe ;
    :preferred_name ""Bony part of distal phalanx of big toe""^^xsd:string ;
    :synonym ""Bony part of distal phalanx of great toe""^^xsd:string .

","bony part of distal phalanx of big toe is a type of a bony part of phalanx of big toe.
bony part of distal phalanx of big toe is a type of at least constitutional part of some a distal phalanx of big toe.
bony part of distal phalanx of big toe is a type of at least constitutional part some a bone of distal phalanx of big toe.
bony part of distal phalanx of big toe is a type of at least constitutional part some a medullary cavity of distal phalanx of big toe.
bony part of distal phalanx of big toe is a type of at least constitutional part some a periosteum of distal phalanx of big toe.
bony part of distal phalanx of big toe is a type of at least constitutional part some a vasculature of bony part of distal phalanx of big toe.
bony part of distal phalanx of big toe preferred name a Bony part of distal phalanx of big toe.
bony part of distal phalanx of big toe synonym a Bony part of distal phalanx of great toe.","The bony part of the distal phalanx of the big toe is specifically referred to as the ""Bony part of distal phalanx of big toe"" and also known as the ""Bony part of distal phalanx of great toe"". It's a constitutional part of the distal phalanx, which includes the medullary cavity, periosteum, vasculature, and bone itself.",llama3,8,11,8,26,6,1,6,5.0,5.0,1,1.0,1.0,,,,,,,
fma,http://purl.org/sig/ont/fma/fma259435,"@prefix ns1: <http://purl.org/sig/ont/fma/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix xsd: <http://www.w3.org/2001/XMLSchema#> .

:cavity_of_left_humerus a owl:Class ;
    rdfs:label ""Cavity of left humerus""@en ;
    ns1:FMAID 259435 ;
    rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :regional_part ;
            owl:someValuesFrom :network_of_trabecular_spaces_in_bone_tissue_of_left_humerus ],
        [ a owl:Restriction ;
            owl:onProperty :regional_part ;
            owl:someValuesFrom :medullary_cavity_of_left_humerus ],
        [ a owl:Restriction ;
            owl:onProperty :constitutional_part_of ;
            owl:someValuesFrom :left_humerus ],
        :cavity_of_humerus ;
    :preferred_name ""Cavity of left humerus""^^xsd:string .

","cavity of left humerus is a type of a cavity of humerus.
cavity of left humerus is a type of at least constitutional part of some a left humerus.
cavity of left humerus is a type of at least regional part some a medullary cavity of left humerus.
cavity of left humerus is a type of at least regional part some a network of trabecular spaces in bone tissue of left humerus.
cavity of left humerus preferred name a Cavity of left humerus.","The cavity of the left humerus refers to a specific type of cavity found within the humerus, which is a constitutional part of the left humerus itself. It can be further classified as a regional part of the medullary cavity, which is a network of trabecular spaces present in the bone tissue of the left humerus. The preferred name for this cavity is indeed the ""Cavity of the Left Humerus"".",llama3,5,9,7,17,4,1,4,3.0,3.0,1,1.0,,,,,,,,
fma,http://purl.org/sig/ont/fma/fma47013,"@prefix ns1: <http://purl.org/sig/ont/fma/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix xsd: <http://www.w3.org/2001/XMLSchema#> .

:epimysium_of_left_adductor_magnus a owl:Class ;
    rdfs:label ""Epimysium of left adductor magnus""@en ;
    ns1:FMAID 47013 ;
    rdfs:subClassOf :epimysium_of_adductor_magnus ;
    :preferred_name ""Epimysium of left adductor magnus""^^xsd:string ;
    :synonym ""Left adductor magnus epimysium""^^xsd:string .

","epimysium of left adductor magnus is a type of an epimysium of adductor magnus.
epimysium of left adductor magnus preferred name a Epimysium of left adductor magnus.
epimysium of left adductor magnus synonym a Left adductor magnus epimysium.","The epimysium of the left adductor magnus muscle has a specific name, which is the ""Epimysium of the left adductor magnus"". It also goes by another name, which is simply the ""Left adductor magnus epimysium"".",llama3,3,3,6,6,1,1,1,,,1,1.0,1.0,,,,,,,
