ontology,root,fragment,text,llm_text,model,statements,unique_concepts,unique_relationships,total_relationships,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2000/01/rdf-schema#label,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.w3.org/2002/07/owl#onProperty,http://www.w3.org/2002/07/owl#someValuesFrom,http://purl.org/sig/ont/fma/FMAID,http://purl.org/sig/ont/fma/preferred_name,http://purl.org/sig/ont/fma/synonym,http://www.w3.org/2002/07/owl#disjointWith,http://purl.org/sig/ont/fma/Talairach,http://purl.org/sig/ont/fma/non-English_equivalent,http://purl.org/sig/ont/fma/definition,http://www.w3.org/2000/01/rdf-schema#comment,http://purl.org/sig/ont/fma/EuProstate27,http://purl.org/sig/ont/fma/EuProstate16,http://purl.org/dc/elements/1.1/description
fma,http://purl.org/sig/ont/fma/fma51465,"@prefix ns1: <http://purl.org/sig/ont/fma/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix xsd: <http://www.w3.org/2001/XMLSchema#> .

:periosteum_of_distal_third_of_left_calcaneus a owl:Class ;
    rdfs:label ""Periosteum of distal third of left calcaneus""@en ;
    ns1:FMAID 51465 ;
    rdfs:subClassOf :periosteum_of_distal_third_of_calcaneus ;
    :preferred_name ""Periosteum of distal third of left calcaneus""^^xsd:string ;
    :synonym ""Periosteum of anterior part of left calcaneus""^^xsd:string .

","periosteum of distal third of left calcaneus is a type of a periosteum of distal third of calcaneus.
periosteum of distal third of left calcaneus preferred name a Periosteum of distal third of left calcaneus.
periosteum of distal third of left calcaneus synonym a Periosteum of anterior part of left calcaneus.","The periosteum of the distal third of the left calcaneus is a specific type of periosteum found in the distal third of the calcaneus. Its preferred name is ""Periosteum of distal third of left calcaneus,"" and it is also known synonymously as ""Periosteum of anterior part of left calcaneus.""",gpt-4o,3,3,6,6,1,1.0,1.0,,,1.0,1.0,1.0,,,,,,,,
fma,http://purl.org/sig/ont/fma/fma81780,"@prefix ns1: <http://purl.org/sig/ont/fma/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix xsd: <http://www.w3.org/2001/XMLSchema#> .

:nerve_to_right_fifth_thoracic_rotator a owl:Class ;
    rdfs:label ""Nerve to right fifth thoracic rotator""@en ;
    ns1:FMAID 81780 ;
    rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :nerve_supply_of ;
            owl:someValuesFrom :right_fifth_thoracic_rotator ],
        :nerve_to_fifth_thoracic_rotator ;
    owl:disjointWith :nerve_to_left_fifth_thoracic_rotator ;
    :preferred_name ""Nerve to right fifth thoracic rotator""^^xsd:string .

","nerve to right fifth thoracic rotator is a type of a nerve to fifth thoracic rotator.
nerve to right fifth thoracic rotator is a type of at least nerve supply of some a right fifth thoracic rotator.
nerve to right fifth thoracic rotator is different from a nerve to left fifth thoracic rotator.
nerve to right fifth thoracic rotator preferred name a Nerve to right fifth thoracic rotator.","The nerve to the right fifth thoracic rotator is a specific type of nerve that supplies the right fifth thoracic rotator. It is distinct from the nerve that supplies the left fifth thoracic rotator. The preferred name for this nerve is ""Nerve to right fifth thoracic rotator.""",gpt-4o,4,7,8,10,2,1.0,2.0,1.0,1.0,1.0,1.0,,1.0,,,,,,,
fma,http://purl.org/sig/ont/fma/fma28465,"@prefix ns1: <http://purl.org/sig/ont/fma/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix xsd: <http://www.w3.org/2001/XMLSchema#> .

:surface_of_left_articular_process_of_third_thoracic_vertebra a owl:Class ;
    rdfs:label ""Surface of left articular process of third thoracic vertebra""@en ;
    ns1:FMAID 28465 ;
    rdfs:subClassOf :surface_of_articular_process_of_third_thoracic_vertebra ;
    :preferred_name ""Surface of left articular process of third thoracic vertebra""^^xsd:string .

","surface of left articular process of third thoracic vertebra is a type of a surface of articular process of third thoracic vertebra.
surface of left articular process of third thoracic vertebra preferred name a Surface of left articular process of third thoracic vertebra.",The surface of the left articular process of the third thoracic vertebra is a type of surface found on the articular process of the third thoracic vertebra. Its preferred name is the Surface of the left articular process of the third thoracic vertebra.,gpt-4o,2,3,5,5,1,1.0,1.0,,,1.0,1.0,,,,,,,,,
fma,http://purl.org/sig/ont/fma/fma84239,"@prefix ns1: <http://purl.org/sig/ont/fma/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix xsd: <http://www.w3.org/2001/XMLSchema#> .

:left_primary_first_upper_molar_tooth a owl:Class ;
    rdfs:label ""Left primary first upper molar tooth""@en ;
    ns1:FMAID 84239 ;
    rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :member_of ;
            owl:someValuesFrom :primary_dentition ],
        :primary_first_upper_molar_tooth ;
    :preferred_name ""Left primary first upper molar tooth""^^xsd:string ;
    :synonym ""Left upper first deciduous molar tooth""^^xsd:string,
        ""Left upper primary tooth D""^^xsd:string,
        ""Tooth I""^^xsd:string .

","left primary first upper molar tooth is a type of a primary first upper molar tooth.
left primary first upper molar tooth is a type of at least member of some a primary dentition.
left primary first upper molar tooth preferred name a Left primary first upper molar tooth.
left primary first upper molar tooth synonym a Left upper first deciduous molar tooth.
left primary first upper molar tooth synonym a Left upper primary tooth D.
left primary first upper molar tooth synonym a Tooth I.","The left primary first upper molar tooth is a type of primary first upper molar tooth and is part of the primary dentition. Its preferred name is ""Left primary first upper molar tooth."" It is also known by several synonyms, including ""Left upper first deciduous molar tooth,"" ""Left upper primary tooth D,"" and ""Tooth I.""",gpt-4o,6,6,8,12,2,1.0,2.0,1.0,1.0,1.0,1.0,3.0,,,,,,,,
fma,http://purl.org/sig/ont/fma/fma67314,"@prefix ns1: <http://purl.org/sig/ont/fma/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix xsd: <http://www.w3.org/2001/XMLSchema#> .

:dendrite a owl:Class ;
    rdfs:label ""Dendrite""@en ;
    ns1:FMAID 67314 ;
    rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :connection_type ;
            owl:someValuesFrom :chemical_synapse ],
        [ a owl:Restriction ;
            owl:onProperty :continuous_with ;
            owl:someValuesFrom :cell_body_of_neuron ],
        :neurite ;
    :definition ""Neurite which has as its direct parts a dendrite proper and a set of dendritic spines.""^^xsd:string ;
    :preferred_name ""Dendrite""^^xsd:string .

","dendrite definition a Neurite which has as its direct parts a dendrite proper and a set of dendritic spines..
dendrite is a type of a neurite.
dendrite is a type of at least connection type some a chemical synapse.
dendrite is a type of at least continuous with some a cell body of neuron.
dendrite preferred name a Dendrite.",A dendrite is a type of neurite and is directly composed of a dendrite proper and a set of dendritic spines. It has connections with at least one chemical synapse and is continuous with the cell body of a neuron. The preferred name for this structure is Dendrite.,gpt-4o,5,8,8,14,3,1.0,3.0,2.0,2.0,1.0,1.0,,,,,1.0,,,,
fma,http://purl.org/sig/ont/fma/fma306079,"@prefix ns1: <http://purl.org/sig/ont/fma/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix xsd: <http://www.w3.org/2001/XMLSchema#> .

:left_posterior_middle_cingulate_gyrus a owl:Class ;
    rdfs:label ""Left posterior middle cingulate gyrus""@en ;
    ns1:FMAID 306079 ;
    rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :regional_part ;
            owl:someValuesFrom :dorsal_segment_of_left_posterior_middle_cingulate_gyrus ],
        [ a owl:Restriction ;
            owl:onProperty :part ;
            owl:someValuesFrom :ventral_segment_of_left_posterior_middle_cingulate_gyrus ],
        [ a owl:Restriction ;
            owl:onProperty :regional_part_of ;
            owl:someValuesFrom :left_middle_cingulate_gyrus ],
        :posterior_middle_cingulate_gyrus ;
    :preferred_name ""Left posterior middle cingulate gyrus""^^xsd:string ;
    :synonym ""Left posterior part of middle cingulate gyrus""^^xsd:string .

","left posterior middle cingulate gyrus is a type of a posterior middle cingulate gyrus.
left posterior middle cingulate gyrus is a type of at least part some a ventral segment of left posterior middle cingulate gyrus.
left posterior middle cingulate gyrus is a type of at least regional part of some a left middle cingulate gyrus.
left posterior middle cingulate gyrus is a type of at least regional part some a dorsal segment of left posterior middle cingulate gyrus.
left posterior middle cingulate gyrus preferred name a Left posterior middle cingulate gyrus.
left posterior middle cingulate gyrus synonym a Left posterior part of middle cingulate gyrus.","The left posterior middle cingulate gyrus is a type of posterior middle cingulate gyrus. It includes parts of both the ventral and dorsal segments of the left posterior middle cingulate gyrus, and it is also considered a regional part of the left middle cingulate gyrus. The preferred name is ""Left posterior middle cingulate gyrus,"" and it is also known as the ""Left posterior part of middle cingulate gyrus.""",gpt-4o,6,10,8,18,4,1.0,4.0,3.0,3.0,1.0,1.0,1.0,,,,,,,,
fma,http://purl.org/sig/ont/fma/fma225563,"@prefix ns1: <http://purl.org/sig/ont/fma/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix xsd: <http://www.w3.org/2001/XMLSchema#> .

:bony_part_of_seventh_rib a owl:Class ;
    rdfs:label ""Bony part of seventh rib""@en ;
    ns1:FMAID 225563 ;
    rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :constitutional_part ;
            owl:someValuesFrom :medullary_cavity_of_seventh_rib ],
        [ a owl:Restriction ;
            owl:onProperty :constitutional_part_of ;
            owl:someValuesFrom :seventh_rib ],
        [ a owl:Restriction ;
            owl:onProperty :constitutional_part ;
            owl:someValuesFrom :bone_of_seventh_rib ],
        [ a owl:Restriction ;
            owl:onProperty :constitutional_part ;
            owl:someValuesFrom :vasculature_of_bony_part_of_seventh_rib ],
        :bony_part_of_rib ;
    :preferred_name ""Bony part of seventh rib""^^xsd:string .

","bony part of seventh rib is a type of a bony part of rib.
bony part of seventh rib is a type of at least constitutional part of some a seventh rib.
bony part of seventh rib is a type of at least constitutional part some a bone of seventh rib.
bony part of seventh rib is a type of at least constitutional part some a medullary cavity of seventh rib.
bony part of seventh rib is a type of at least constitutional part some a vasculature of bony part of seventh rib.
bony part of seventh rib preferred name a Bony part of seventh rib.","The bony part of the seventh rib is a type of bony part of a rib. It is at least a constitutional part of the seventh rib, the bone of the seventh rib, the medullary cavity of the seventh rib, and the vasculature of the bony part of the seventh rib. The preferred name for this is ""Bony part of seventh rib.""",gpt-4o,6,10,7,21,5,1.0,5.0,4.0,4.0,1.0,1.0,,,,,,,,,
fma,http://purl.org/sig/ont/fma/fma291945,"@prefix ns1: <http://purl.org/sig/ont/fma/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix xsd: <http://www.w3.org/2001/XMLSchema#> .

:postganglionic_segment_of_posterior_root_of_second_cervical_spinal_nerve a owl:Class ;
    rdfs:label ""Postganglionic segment of posterior root of second cervical spinal nerve""@en ;
    ns1:FMAID 291945 ;
    rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :regional_part_of ;
            owl:someValuesFrom :posterior_root_of_second_cervical_nerve ],
        :postganglionic_segment_of_posterior_root_of_cervical_spinal_nerve ;
    :preferred_name ""Postganglionic segment of posterior root of second cervical spinal nerve""^^xsd:string .

","postganglionic segment of posterior root of second cervical spinal nerve is a type of a postganglionic segment of posterior root of cervical spinal nerve.
postganglionic segment of posterior root of second cervical spinal nerve is a type of at least regional part of some a posterior root of second cervical nerve.
postganglionic segment of posterior root of second cervical spinal nerve preferred name a Postganglionic segment of posterior root of second cervical spinal nerve.","The postganglionic segment of the posterior root of the second cervical spinal nerve is a type of postganglionic segment found in the posterior root of cervical spinal nerves. Additionally, it is a regional part of the posterior root of the second cervical nerve. Its preferred name is the postganglionic segment of the posterior root of the second cervical spinal nerve.",gpt-4o,3,6,7,9,2,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,
fma,http://purl.org/sig/ont/fma/fma35519,"@prefix ns1: <http://purl.org/sig/ont/fma/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix xsd: <http://www.w3.org/2001/XMLSchema#> .

:subtendinous_bursa_of_right_infraspinatus_muscle a owl:Class ;
    rdfs:label ""Subtendinous bursa of right infraspinatus muscle""@en ;
    ns1:FMAID 35519 ;
    rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :constitutional_part_of ;
            owl:someValuesFrom :scapular_part_of_right_shoulder ],
        [ a owl:Restriction ;
            owl:onProperty :member_of ;
            owl:someValuesFrom :set_of_bursae_of_right_shoulder ],
        :subtendinous_bursa_of_infraspinatus_muscle ;
    owl:disjointWith :subtendinous_bursa_of_left_infraspinatus_muscle ;
    :preferred_name ""Subtendinous bursa of right infraspinatus muscle""^^xsd:string .

","subtendinous bursa of right infraspinatus muscle is a type of a subtendinous bursa of infraspinatus muscle.
subtendinous bursa of right infraspinatus muscle is a type of at least constitutional part of some a scapular part of right shoulder.
subtendinous bursa of right infraspinatus muscle is a type of at least member of some a set of bursae of right shoulder.
subtendinous bursa of right infraspinatus muscle is different from a subtendinous bursa of left infraspinatus muscle.
subtendinous bursa of right infraspinatus muscle preferred name a Subtendinous bursa of right infraspinatus muscle.","The subtendinous bursa of the right infraspinatus muscle is a specific type of subtendinous bursa of the infraspinatus muscle. It is an integral part of the scapular region of the right shoulder and is a member of the set of bursae in the right shoulder. This bursa is distinct from the subtendinous bursa of the left infraspinatus muscle. The preferred name for this bursa is ""Subtendinous bursa of right infraspinatus muscle.""",gpt-4o,5,9,8,14,3,1.0,3.0,2.0,2.0,1.0,1.0,,1.0,,,,,,,
fma,http://purl.org/sig/ont/fma/fma24463,"@prefix ns1: <http://purl.org/sig/ont/fma/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix xsd: <http://www.w3.org/2001/XMLSchema#> .

:distal_phalanx_of_right_little_finger a owl:Class ;
    rdfs:label ""Distal phalanx of right little finger""@en ;
    ns1:FMAID 24463 ;
    rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :constitutional_part ;
            owl:someValuesFrom :articular_cartilage_of_proximal_epiphysis_of_distal_phalanx_of_right_little_finger ],
        [ a owl:Restriction ;
            owl:onProperty :constitutional_part ;
            owl:someValuesFrom :vasculature_of_distal_phalanx_of_right_little_finger ],
        [ a owl:Restriction ;
            owl:onProperty :regional_part ;
            owl:someValuesFrom :diaphysis_of_distal_phalanx_of_right_little_finger ],
        [ a owl:Restriction ;
            owl:onProperty :articulates_with ;
            owl:someValuesFrom :middle_phalanx_of_right_little_finger ],
        [ a owl:Restriction ;
            owl:onProperty :regional_part ;
            owl:someValuesFrom :distal_epiphysis_of_distal_phalanx_of_right_little_finger ],
        [ a owl:Restriction ;
            owl:onProperty :regional_part ;
            owl:someValuesFrom :proximal_epiphysis_of_distal_phalanx_of_right_little_finger ],
        [ a owl:Restriction ;
            owl:onProperty :constitutional_part ;
            owl:someValuesFrom :articular_cartilage_of_distal_epiphysis_of_distal_phalanx_of_right_little_finger ],
        [ a owl:Restriction ;
            owl:onProperty :constitutional_part ;
            owl:someValuesFrom :bony_part_of_distal_phalanx_of_right_little_finger ],
        [ a owl:Restriction ;
            owl:onProperty :member_of ;
            owl:someValuesFrom :set_of_phalanges_of_right_little_finger ],
        [ a owl:Restriction ;
            owl:onProperty :constitutional_part_of ;
            owl:someValuesFrom :right_little_finger ],
        :distal_phalanx_of_little_finger ;
    :preferred_name ""Distal phalanx of right little finger""^^xsd:string ;
    :synonym ""Distal phalanx of fifth digit of right hand""^^xsd:string,
        ""Distal phalanx of right fifth finger""^^xsd:string,
        ""Fifth distal phalanx of right hand""^^xsd:string .

","distal phalanx of right little finger is a type of a distal phalanx of little finger.
distal phalanx of right little finger is a type of at least articulates with some a middle phalanx of right little finger.
distal phalanx of right little finger is a type of at least constitutional part of some a right little finger.
distal phalanx of right little finger is a type of at least constitutional part some a bony part of distal phalanx of right little finger.
distal phalanx of right little finger is a type of at least constitutional part some a vasculature of distal phalanx of right little finger.
distal phalanx of right little finger is a type of at least constitutional part some an articular cartilage of distal epiphysis of distal phalanx of right little finger.
distal phalanx of right little finger is a type of at least constitutional part some an articular cartilage of proximal epiphysis of distal phalanx of right little finger.
distal phalanx of right little finger is a type of at least member of some a set of phalanges of right little finger.
distal phalanx of right little finger is a type of at least regional part some a diaphysis of distal phalanx of right little finger.
distal phalanx of right little finger is a type of at least regional part some a distal epiphysis of distal phalanx of right little finger.
distal phalanx of right little finger is a type of at least regional part some a proximal epiphysis of distal phalanx of right little finger.
distal phalanx of right little finger preferred name a Distal phalanx of right little finger.
distal phalanx of right little finger synonym a Distal phalanx of fifth digit of right hand.
distal phalanx of right little finger synonym a Distal phalanx of right fifth finger.
distal phalanx of right little finger synonym a Fifth distal phalanx of right hand.","The distal phalanx of the right little finger is a type of distal phalanx of a little finger. It articulates with the middle phalanx of the right little finger and is a constitutional part of the right little finger. This bone is also a constitutional part of the bony structure, vasculature, articular cartilage of the distal and proximal epiphysis of the distal phalanx of the right little finger. Additionally, it is a member of the set of phalanges of the right little finger and includes regional parts such as the diaphysis, distal epiphysis, and proximal epiphysis of the distal phalanx. The preferred name for this bone is the Distal Phalanx of the Right Little Finger, and it is also known by synonyms such as the Distal Phalanx of the Fifth Digit of the Right Hand, Distal Phalanx of the Right Fifth Finger, and Fifth Distal Phalanx of the Right Hand.",gpt-4o,15,19,8,48,11,1.0,11.0,10.0,10.0,1.0,1.0,3.0,,,,,,,,
fma,http://purl.org/sig/ont/fma/fma38654,"@prefix ns1: <http://purl.org/sig/ont/fma/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix xsd: <http://www.w3.org/2001/XMLSchema#> .

:skin_of_lateral_part_of_left_ring_finger a owl:Class ;
    rdfs:label ""Skin of lateral part of left ring finger""@en ;
    ns1:FMAID 38654 ;
    rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :regional_part_of ;
            owl:someValuesFrom :skin_of_left_ring_finger ],
        :skin_of_lateral_part_of_ring_finger ;
    :preferred_name ""Skin of lateral part of left ring finger""^^xsd:string ;
    :synonym ""Skin of lateral part of fourth digit of left hand""^^xsd:string,
        ""Skin of lateral part of left fourth finger""^^xsd:string .

","skin of lateral part of left ring finger is a type of a skin of lateral part of ring finger.
skin of lateral part of left ring finger is a type of at least regional part of some a skin of left ring finger.
skin of lateral part of left ring finger preferred name a Skin of lateral part of left ring finger.
skin of lateral part of left ring finger synonym a Skin of lateral part of fourth digit of left hand.
skin of lateral part of left ring finger synonym a Skin of lateral part of left fourth finger.","The skin of the lateral part of the left ring finger is a specific type of skin found on the lateral part of any ring finger. It is also a regional part of the skin of the left ring finger. The preferred name for this area is ""Skin of lateral part of left ring finger,"" and it is also known as the ""Skin of lateral part of fourth digit of left hand"" or the ""Skin of lateral part of left fourth finger.""",gpt-4o,5,6,8,11,2,1.0,2.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,
fma,http://purl.org/sig/ont/fma/fma0326016,"@prefix ns1: <http://purl.org/sig/ont/fma/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix xsd: <http://www.w3.org/2001/XMLSchema#> .

:segment_of_skin_of_pinna a owl:Class ;
    rdfs:label ""Segment of skin of pinna""@en ;
    ns1:FMAID 326016 ;
    rdfs:subClassOf :segment_of_skin_of_external_ear ;
    :preferred_name ""Segment of skin of pinna""^^xsd:string .

","segment of skin of pinna is a type of a segment of skin of external ear.
segment of skin of pinna preferred name a Segment of skin of pinna.","A segment of skin of the pinna is a type of segment of skin of the external ear. The preferred name for this segment is ""Segment of skin of pinna.""",gpt-4o,2,3,5,5,1,1.0,1.0,,,1.0,1.0,,,,,,,,,
fma,http://purl.org/sig/ont/fma/fma78112,"@prefix ns1: <http://purl.org/sig/ont/fma/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix xsd: <http://www.w3.org/2001/XMLSchema#> .

:trunk_of_spinal_tributary_of_left_first_lumbar_vein a owl:Class ;
    rdfs:label ""Trunk of spinal tributary of left first lumbar vein""@en ;
    ns1:FMAID 78112 ;
    rdfs:subClassOf :trunk_of_spinal_tributary_of_first_lumbar_vein ;
    :preferred_name ""Trunk of spinal tributary of left first lumbar vein""^^xsd:string .

","trunk of spinal tributary of left first lumbar vein is a type of a trunk of spinal tributary of first lumbar vein.
trunk of spinal tributary of left first lumbar vein preferred name a Trunk of spinal tributary of left first lumbar vein.",The trunk of the spinal tributary of the left first lumbar vein is a specific type of trunk of the spinal tributary of the first lumbar vein. The preferred name for this structure is the trunk of the spinal tributary of the left first lumbar vein.,gpt-4o,2,3,5,5,1,1.0,1.0,,,1.0,1.0,,,,,,,,,
fma,http://purl.org/sig/ont/fma/fma77820,"@prefix ns1: <http://purl.org/sig/ont/fma/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix xsd: <http://www.w3.org/2001/XMLSchema#> .

:deep_lymphatic_plexus_of_left_testis a owl:Class ;
    rdfs:label ""Deep lymphatic plexus of left testis""@en ;
    ns1:FMAID 77820 ;
    rdfs:subClassOf :deep_lymphatic_plexus_of_testis ;
    :preferred_name ""Deep lymphatic plexus of left testis""^^xsd:string .

","deep lymphatic plexus of left testis is a type of a deep lymphatic plexus of testis.
deep lymphatic plexus of left testis preferred name a Deep lymphatic plexus of left testis.",The deep lymphatic plexus of the left testis is a subtype of the deep lymphatic plexus of the testis. Its preferred name is Deep Lymphatic Plexus of Left Testis.,gpt-4o,2,3,5,5,1,1.0,1.0,,,1.0,1.0,,,,,,,,,
fma,http://purl.org/sig/ont/fma/fma283837,"@prefix ns1: <http://purl.org/sig/ont/fma/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix xsd: <http://www.w3.org/2001/XMLSchema#> .

:plexiform_layer_of_left_brodmann_area_23 a owl:Class ;
    rdfs:label ""Plexiform layer of left Brodmann area 23""@en ;
    ns1:FMAID 283837 ;
    rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :constitutional_part_of ;
            owl:someValuesFrom :left_brodmann_area_23 ],
        :plexiform_layer_of_brodmann_area_23 ;
    :preferred_name ""Plexiform layer of left Brodmann area 23""^^xsd:string .

","plexiform layer of left brodmann area 23 is a type of a plexiform layer of brodmann area 23.
plexiform layer of left brodmann area 23 is a type of at least constitutional part of some a left brodmann area 23.
plexiform layer of left brodmann area 23 preferred name a Plexiform layer of left Brodmann area 23.",The plexiform layer of the left Brodmann area 23 is a specific type of plexiform layer within Brodmann area 23. It is a constitutional part of the left Brodmann area 23 and is commonly referred to as the Plexiform layer of the left Brodmann area 23.,gpt-4o,3,6,7,9,2,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,
fma,http://purl.org/sig/ont/fma/fma45836,"@prefix ns1: <http://purl.org/sig/ont/fma/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix xsd: <http://www.w3.org/2001/XMLSchema#> .

:muscle_fasciculus_of_right_internal_oblique a owl:Class ;
    rdfs:label ""Muscle fasciculus of right internal oblique""@en ;
    ns1:FMAID 45836 ;
    rdfs:subClassOf :muscle_fasciculus_of_internal_oblique ;
    owl:disjointWith :muscle_fasciculus_of_left_internal_oblique ;
    :preferred_name ""Muscle fasciculus of right internal oblique""^^xsd:string .

","muscle fasciculus of right internal oblique is a type of a muscle fasciculus of internal oblique.
muscle fasciculus of right internal oblique is different from a muscle fasciculus of left internal oblique.
muscle fasciculus of right internal oblique preferred name a Muscle fasciculus of right internal oblique.","The muscle fasciculus of the right internal oblique is a specific type of muscle fasciculus of the internal oblique. It is distinct from the muscle fasciculus of the left internal oblique. The preferred name for the muscle fasciculus of the right internal oblique is ""Muscle fasciculus of right internal oblique.""",gpt-4o,3,4,6,6,1,1.0,1.0,,,1.0,1.0,,1.0,,,,,,,
fma,http://purl.org/sig/ont/fma/fma83261,"@prefix ns1: <http://purl.org/sig/ont/fma/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix xsd: <http://www.w3.org/2001/XMLSchema#> .

:bony_part_of_distal_phalanx_of_big_toe a owl:Class ;
    rdfs:label ""Bony part of distal phalanx of big toe""@en ;
    ns1:FMAID 83261 ;
    rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :constitutional_part ;
            owl:someValuesFrom :vasculature_of_bony_part_of_distal_phalanx_of_big_toe ],
        [ a owl:Restriction ;
            owl:onProperty :constitutional_part ;
            owl:someValuesFrom :bone_of_distal_phalanx_of_big_toe ],
        [ a owl:Restriction ;
            owl:onProperty :constitutional_part_of ;
            owl:someValuesFrom :distal_phalanx_of_big_toe ],
        [ a owl:Restriction ;
            owl:onProperty :constitutional_part ;
            owl:someValuesFrom :medullary_cavity_of_distal_phalanx_of_big_toe ],
        [ a owl:Restriction ;
            owl:onProperty :constitutional_part ;
            owl:someValuesFrom :periosteum_of_distal_phalanx_of_big_toe ],
        :bony_part_of_phalanx_of_big_toe ;
    :preferred_name ""Bony part of distal phalanx of big toe""^^xsd:string ;
    :synonym ""Bony part of distal phalanx of great toe""^^xsd:string .

","bony part of distal phalanx of big toe is a type of a bony part of phalanx of big toe.
bony part of distal phalanx of big toe is a type of at least constitutional part of some a distal phalanx of big toe.
bony part of distal phalanx of big toe is a type of at least constitutional part some a bone of distal phalanx of big toe.
bony part of distal phalanx of big toe is a type of at least constitutional part some a medullary cavity of distal phalanx of big toe.
bony part of distal phalanx of big toe is a type of at least constitutional part some a periosteum of distal phalanx of big toe.
bony part of distal phalanx of big toe is a type of at least constitutional part some a vasculature of bony part of distal phalanx of big toe.
bony part of distal phalanx of big toe preferred name a Bony part of distal phalanx of big toe.
bony part of distal phalanx of big toe synonym a Bony part of distal phalanx of great toe.","The bony part of the distal phalanx of the big toe is a type of bony part of the phalanx of the big toe. It is also a constitutional part of the distal phalanx of the big toe, the bone of the distal phalanx of the big toe, the medullary cavity of the distal phalanx of the big toe, the periosteum of the distal phalanx of the big toe, and the vasculature of the bony part of the distal phalanx of the big toe. Its preferred name is ""Bony part of distal phalanx of big toe,"" and it is also known as the ""Bony part of distal phalanx of great toe.""",gpt-4o,8,11,8,26,6,1.0,6.0,5.0,5.0,1.0,1.0,1.0,,,,,,,,
