ontology,root,fragment,text,llm_text,model,statements,unique_concepts,unique_relationships,total_relationships,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2000/01/rdf-schema#label,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.w3.org/2002/07/owl#onProperty,http://www.w3.org/2002/07/owl#someValuesFrom,http://purl.org/sig/ont/fma/FMAID,http://purl.org/sig/ont/fma/preferred_name,http://www.w3.org/2002/07/owl#disjointWith,http://purl.org/sig/ont/fma/synonym,http://purl.org/sig/ont/fma/non-English_equivalent,http://purl.org/sig/ont/fma/definition,http://www.w3.org/2002/07/owl#hasValue,http://purl.org/dc/elements/1.1/description
fma,http://purl.org/sig/ont/fma/fma284325,"@prefix ns1: <http://purl.org/sig/ont/fma/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix xsd: <http://www.w3.org/2001/XMLSchema#> .

:external_pyramidal_layer_of_right_brodmann_area_51 a owl:Class ;
    rdfs:label ""External pyramidal layer of right Brodmann area 51""@en ;
    ns1:FMAID 284325 ;
    rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :constitutional_part_of ;
            owl:someValuesFrom :right_brodmann_area_51 ],
        :external_pyramidal_layer_of_brodmann_area_51 ;
    owl:disjointWith :external_pyramidal_layer_of_left_brodmann_area_51 ;
    :preferred_name ""External pyramidal layer of right Brodmann area 51""^^xsd:string .

","external pyramidal layer of right brodmann area 51 is a type of an external pyramidal layer of brodmann area 51.
external pyramidal layer of right brodmann area 51 is a type of at least constitutional part of some a right brodmann area 51.
external pyramidal layer of right brodmann area 51 is different from an external pyramidal layer of left brodmann area 51.
external pyramidal layer of right brodmann area 51 preferred name a External pyramidal layer of right Brodmann area 51.","The external pyramidal layer of the right Brodmann area 51 is a specific type of itself, being a constitutional part of that region. It's distinct from the same structure on the left side and its preferred name is indeed ""External pyramidal layer of right Brodmann area 51"".",llama3,4,7,8,10,2,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,
fma,http://purl.org/sig/ont/fma/fma321166,"@prefix ns1: <http://purl.org/sig/ont/fma/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix xsd: <http://www.w3.org/2001/XMLSchema#> .

:right_seventh_intercostal_compartment a owl:Class ;
    rdfs:label ""Right seventh intercostal compartment""@en ;
    ns1:FMAID 321166 ;
    rdfs:subClassOf :seventh_intercostal_compartment ;
    owl:disjointWith :left_seventh_intercostal_compartment ;
    :preferred_name ""Right seventh intercostal compartment"" .

","right seventh intercostal compartment is a type of a seventh intercostal compartment.
right seventh intercostal compartment is different from a left seventh intercostal compartment.
right seventh intercostal compartment preferred name a Right seventh intercostal compartment.","The right seventh intercostal compartment is a specific type of compartment, and it's distinct from its counterpart on the left side. Its preferred name is indeed the ""Right seventh intercostal compartment"".",llama3,3,4,6,6,1,1.0,1.0,,,1.0,1.0,1.0,,,,,
fma,http://purl.org/sig/ont/fma/fma233020,"@prefix ns1: <http://purl.org/sig/ont/fma/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix xsd: <http://www.w3.org/2001/XMLSchema#> .

:set_of_left_tenth_intercostal_lymphatic_vessels a owl:Class ;
    rdfs:label ""Set of left tenth intercostal lymphatic vessels""@en ;
    ns1:FMAID 233020 ;
    rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :constitutional_part_of ;
            owl:someValuesFrom :left_tenth_intercostal_lymphatic_chain ],
        :set_of_tenth_intercostal_lymphatic_vessels ;
    :preferred_name ""Set of left tenth intercostal lymphatic vessels""^^xsd:string .

","set of left tenth intercostal lymphatic vessels is a type of a set of tenth intercostal lymphatic vessels.
set of left tenth intercostal lymphatic vessels is a type of at least constitutional part of some a left tenth intercostal lymphatic chain.
set of left tenth intercostal lymphatic vessels preferred name a Set of left tenth intercostal lymphatic vessels.","The set of left tenth intercostal lymphatic vessels, also known as the Set of left tenth intercostal lymphatic vessels, is a type of constitutional part of some left tenth intercostal lymphatic chain.",llama3,3,6,7,9,2,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,
fma,http://purl.org/sig/ont/fma/fma71473,"@prefix ns1: <http://purl.org/sig/ont/fma/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix xsd: <http://www.w3.org/2001/XMLSchema#> .

:set_of_branches_of_anterior_choroidal_artery_to_red_nucleus a owl:Class ;
    rdfs:label ""Set of branches of anterior choroidal artery to red nucleus""@en ;
    ns1:FMAID 71473 ;
    rdfs:subClassOf :set_of_arteries ;
    :non_english_equivalent ""Rami nuclei rubri (Arteria choroideae anterior)""^^xsd:string ;
    :preferred_name ""Set of branches of anterior choroidal artery to red nucleus""^^xsd:string ;
    :synonym ""Branches of anterior choroidal artery to red nucleus""^^xsd:string .

","set of branches of anterior choroidal artery to red nucleus is a type of a set of arteries.
set of branches of anterior choroidal artery to red nucleus non English equivalent a Rami nuclei rubri (Arteria choroideae anterior).
set of branches of anterior choroidal artery to red nucleus preferred name a Set of branches of anterior choroidal artery to red nucleus.
set of branches of anterior choroidal artery to red nucleus synonym a Branches of anterior choroidal artery to red nucleus.","The set of branches of the anterior choroidal artery that supply the red nucleus is a type of arterial structure, specifically referred to as Rami nuclei rubri (Arteria choroideae anterior). This term can also be found under its preferred name, ""Set of branches of anterior choroidal artery to red nucleus"", and is synonymous with the phrase ""Branches of anterior choroidal artery to red nucleus"".",llama3,4,3,7,7,1,1.0,1.0,,,1.0,1.0,,1.0,1.0,,,
fma,http://purl.org/sig/ont/fma/fma68018,"@prefix ns1: <http://purl.org/sig/ont/fma/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix xsd: <http://www.w3.org/2001/XMLSchema#> .

:detrusor a owl:Class ;
    rdfs:label ""Detrusor""@en ;
    ns1:FMAID 68018 ;
    rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :regional_part ;
            owl:someValuesFrom :unstratified_part_of_detrusor ],
        [ a owl:Restriction ;
            owl:onProperty :regional_part ;
            owl:someValuesFrom :cervical_part_of_detrusor ],
        [ a owl:Restriction ;
            owl:onProperty :regional_part_of ;
            owl:someValuesFrom :muscle_layer_of_urinary_bladder ],
        :subdivision_of_muscle_layer_of_urinary_bladder ;
    :non_english_equivalent ""Musculus detrusor vesicae""^^xsd:string ;
    :preferred_name ""Detrusor""^^xsd:string .

","detrusor is a type of a subdivision of muscle layer of urinary bladder.
detrusor is a type of at least regional part of some a muscle layer of urinary bladder.
detrusor is a type of at least regional part some a cervical part of detrusor.
detrusor is a type of at least regional part some an unstratified part of detrusor.
detrusor non English equivalent a Musculus detrusor vesicae.
detrusor preferred name a Detrusor.","The detrusor muscle layer of the urinary bladder is divided into regional parts, with one such part being the cervical part of the detrusor. The detrusor itself can be further sub-divided into different regions. In medical terminology, the detrusor is also referred to as the Musculus detrusor vesicae or simply Detrusor.",llama3,6,9,8,18,4,1.0,4.0,3.0,3.0,1.0,1.0,,,1.0,,,
fma,http://purl.org/sig/ont/fma/fma293628,"@prefix ns1: <http://purl.org/sig/ont/fma/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix xsd: <http://www.w3.org/2001/XMLSchema#> .

:inferior_endplate_of_intervertebral_disk_of_fifth_thoracic_vertebra a owl:Class ;
    rdfs:label ""Inferior endplate of intervertebral disk of fifth thoracic vertebra""@en ;
    ns1:FMAID 293628 ;
    rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :regional_part_of ;
            owl:someValuesFrom :intervertebral_disk_of_fifth_thoracic_vertebra ],
        :endplate_of_intervertebral_disk_of_fifth_thoracic_vertebra ;
    :preferred_name ""Inferior endplate of intervertebral disk of fifth thoracic vertebra""^^xsd:string ;
    :synonym ""Caudal endplate of intervertebral disc of fifth thoracic vertebra""^^xsd:string,
        ""Inferior endplate of intervertebral disc of fifth thoracic vertebra""^^xsd:string .

","inferior endplate of intervertebral disk of fifth thoracic vertebra is a type of an endplate of intervertebral disk of fifth thoracic vertebra.
inferior endplate of intervertebral disk of fifth thoracic vertebra is a type of at least regional part of some an intervertebral disk of fifth thoracic vertebra.
inferior endplate of intervertebral disk of fifth thoracic vertebra preferred name a Inferior endplate of intervertebral disk of fifth thoracic vertebra.
inferior endplate of intervertebral disk of fifth thoracic vertebra synonym a Caudal endplate of intervertebral disc of fifth thoracic vertebra.
inferior endplate of intervertebral disk of fifth thoracic vertebra synonym a Inferior endplate of intervertebral disc of fifth thoracic vertebra.","The inferior endplate of the intervertebral disk of the 5th thoracic vertebra is officially known as the ""Inferior endplate of intervertebral disk of fifth thoracic vertebra"". It's also referred to as the ""Caudal endplate of intervertebral disc of fifth thoracic vertebra"", and it's a regional part of an intervertebral disk, specifically that of the 5th thoracic vertebra.",llama3,5,6,8,11,2,1.0,2.0,1.0,1.0,1.0,1.0,,2.0,,,,
fma,http://purl.org/sig/ont/fma/fma39268,"@prefix ns1: <http://purl.org/sig/ont/fma/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix xsd: <http://www.w3.org/2001/XMLSchema#> .

:tendon_of_left_abductor_pollicis_brevis a owl:Class ;
    rdfs:label ""Tendon of left abductor pollicis brevis""@en ;
    ns1:FMAID 39268 ;
    rdfs:subClassOf :tendon_of_abductor_pollicis_brevis ;
    :preferred_name ""Tendon of left abductor pollicis brevis""^^xsd:string ;
    :synonym ""Left abductor pollicis brevis tendon""^^xsd:string .

","tendon of left abductor pollicis brevis is a type of a tendon of abductor pollicis brevis.
tendon of left abductor pollicis brevis preferred name a Tendon of left abductor pollicis brevis.
tendon of left abductor pollicis brevis synonym a Left abductor pollicis brevis tendon.","The tendon of the left abductor pollicis brevis muscle is also known as the left abductor pollicis brevis tendon, and its preferred name is the tendon of the left abductor pollicis brevis.",llama3,3,3,6,6,1,1.0,1.0,,,1.0,1.0,,1.0,,,,
fma,http://purl.org/sig/ont/fma/fma298866,"@prefix ns1: <http://purl.org/sig/ont/fma/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix xsd: <http://www.w3.org/2001/XMLSchema#> .

:distal_region_of_muscle_body_of_right_deltoid a owl:Class ;
    rdfs:label ""Distal region of muscle body of right deltoid""@en ;
    ns1:FMAID 298866 ;
    rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :regional_part ;
            owl:someValuesFrom :distal_region_of_muscle_body_of_clavicular_part_of_right_deltoid ],
        [ a owl:Restriction ;
            owl:onProperty :regional_part ;
            owl:someValuesFrom :distal_region_of_muscle_body_of_spinal_part_of_right_deltoid ],
        [ a owl:Restriction ;
            owl:onProperty :constitutional_part_of ;
            owl:someValuesFrom :distal_zone_of_right_deltoid ],
        [ a owl:Restriction ;
            owl:onProperty :regional_part ;
            owl:someValuesFrom :distal_region_of_muscle_body_of_acromial_part_of_right_deltoid ],
        :distal_region_of_muscle_body_of_deltoid ;
    owl:disjointWith :distal_region_of_muscle_body_of_left_deltoid ;
    :preferred_name ""Distal region of muscle body of right deltoid""^^xsd:string ;
    :synonym ""Distal muscle body region of right deltoid""^^xsd:string .

","distal region of muscle body of right deltoid is a type of a distal region of muscle body of deltoid.
distal region of muscle body of right deltoid is a type of at least constitutional part of some a distal zone of right deltoid.
distal region of muscle body of right deltoid is a type of at least regional part some a distal region of muscle body of acromial part of right deltoid.
distal region of muscle body of right deltoid is a type of at least regional part some a distal region of muscle body of clavicular part of right deltoid.
distal region of muscle body of right deltoid is a type of at least regional part some a distal region of muscle body of spinal part of right deltoid.
distal region of muscle body of right deltoid is different from a distal region of muscle body of left deltoid.
distal region of muscle body of right deltoid preferred name a Distal region of muscle body of right deltoid.
distal region of muscle body of right deltoid synonym a Distal muscle body region of right deltoid.","The distal region of the muscle body of the right deltoid is a type of regional part that belongs to the distal zone of the right deltoid, specifically the acromial, clavicular, or spinal parts. It's distinct from the left deltoid and has its own preferred name, which is ""Distal region of muscle body of right deltoid"", with a synonym being ""Distal muscle body region of right deltoid"".",llama3,8,11,9,23,5,1.0,5.0,4.0,4.0,1.0,1.0,1.0,1.0,,,,
fma,http://purl.org/sig/ont/fma/fma8190,"@prefix ns1: <http://purl.org/sig/ont/fma/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix xsd: <http://www.w3.org/2001/XMLSchema#> .

:costal_groove_of_right_sixth_rib a owl:Class ;
    rdfs:label ""Costal groove of right sixth rib""@en ;
    ns1:FMAID 8190 ;
    rdfs:subClassOf :costal_groove_of_sixth_rib ;
    owl:disjointWith :costal_groove_of_left_sixth_rib ;
    :preferred_name ""Costal groove of right sixth rib""^^xsd:string .

","costal groove of right sixth rib is a type of a costal groove of sixth rib.
costal groove of right sixth rib is different from a costal groove of left sixth rib.
costal groove of right sixth rib preferred name a Costal groove of right sixth rib.","The costal groove of the right sixth rib has its own unique characteristics and is distinct from that of the left sixth rib, with the preferred term being ""Costal groove of right sixth rib"".",llama3,3,4,6,6,1,1.0,1.0,,,1.0,1.0,1.0,,,,,
fma,http://purl.org/sig/ont/fma/fma17730,"@prefix ns1: <http://purl.org/sig/ont/fma/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix xsd: <http://www.w3.org/2001/XMLSchema#> .

:non_peritoneal_surface_of_kidney a owl:Class ;
    rdfs:label ""Non-peritoneal surface of kidney""@en ;
    ns1:FMAID 17730 ;
    rdfs:subClassOf :region_of_external_surface_of_kidney ;
    :preferred_name ""Non-peritoneal surface of kidney""^^xsd:string .

","non peritoneal surface of kidney is a type of a region of external surface of kidney.
non peritoneal surface of kidney preferred name a Non-peritoneal surface of kidney.","The non-peritoneal surface of the kidney, also known as the non-peritoneal surface of the kidney, is a specific region on the external surface of the kidney.",llama3,2,3,5,5,1,1.0,1.0,,,1.0,1.0,,,,,,
fma,http://purl.org/sig/ont/fma/fma0326854,"@prefix ns1: <http://purl.org/sig/ont/fma/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix xsd: <http://www.w3.org/2001/XMLSchema#> .

:rhopheocytotic_vesicle a owl:Class ;
    rdfs:label ""Rhopheocytotic vesicle""@en ;
    ns1:FMAID 326854 ;
    rdfs:subClassOf :cytoplasmic_vesicle ;
    :preferred_name ""Rhopheocytotic vesicle""^^xsd:string .

","rhopheocytotic vesicle is a type of a cytoplasmic vesicle.
rhopheocytotic vesicle preferred name a Rhopheocytotic vesicle.","Rhopheocytotic vesicles, also known as Rhopheocytotic vesicles for short, are a specific kind of cytoplasmic vesicle.",llama3,2,3,5,5,1,1.0,1.0,,,1.0,1.0,,,,,,
fma,http://purl.org/sig/ont/fma/fma39447,"@prefix ns1: <http://purl.org/sig/ont/fma/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix xsd: <http://www.w3.org/2001/XMLSchema#> .

:articular_disk_of_distal_radio_ulnar_joint a owl:Class ;
    rdfs:label ""Articular disk of distal radio-ulnar joint""@en ;
    ns1:FMAID 39447 ;
    rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :constitutional_part_of ;
            owl:someValuesFrom :distal_radio_ulnar_joint ],
        [ a owl:Restriction ;
            owl:onProperty :constitutional_part_of ;
            owl:someValuesFrom :proximal_segment_of_wrist ],
        :articular_disk_of_synovial_joint ;
    :non_english_equivalent ""Discus articularis articulationis radioulnaris distalis""^^xsd:string ;
    :preferred_name ""Articular disk of distal radio-ulnar joint""^^xsd:string ;
    :synonym ""Articular disc of distal radio-ulnar joint""^^xsd:string,
        ""Articular disc of distal radioulnar joint""^^xsd:string,
        ""Articular disk of distal radioulnar joint""^^xsd:string,
        ""Discus articularis (Articulatio radioulnaris distalis)""^^xsd:string .

","articular disk of distal radio ulnar joint is a type of an articular disk of synovial joint.
articular disk of distal radio ulnar joint is a type of at least constitutional part of some a distal radio ulnar joint.
articular disk of distal radio ulnar joint is a type of at least constitutional part of some a proximal segment of wrist.
articular disk of distal radio ulnar joint non English equivalent a Discus articularis articulationis radioulnaris distalis.
articular disk of distal radio ulnar joint preferred name a Articular disk of distal radio-ulnar joint.
articular disk of distal radio ulnar joint synonym a Articular disc of distal radio-ulnar joint.
articular disk of distal radio ulnar joint synonym a Articular disc of distal radioulnar joint.
articular disk of distal radio ulnar joint synonym a Articular disk of distal radioulnar joint.
articular disk of distal radio ulnar joint synonym a Discus articularis (Articulatio radioulnaris distalis).","The articular disk of the distal radio-ulnar joint, also known as the discus articularis articulationis radioulnaris distalis or simply the Articular disk of distal radio-ulnar joint, is a type of articular disk found in synovial joints. Specifically, it's a constitutional part of the distal radio-ulnar joint and the proximal segment of the wrist.",llama3,9,7,9,18,3,1.0,3.0,2.0,2.0,1.0,1.0,,4.0,1.0,,,
fma,http://purl.org/sig/ont/fma/fma63634,"@prefix ns1: <http://purl.org/sig/ont/fma/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix xsd: <http://www.w3.org/2001/XMLSchema#> .

:epithelium_of_zone_of_small_intestine a owl:Class ;
    rdfs:label ""Epithelium of zone of small intestine""@en ;
    ns1:FMAID 63634 ;
    rdfs:subClassOf :endo_epithelium ;
    :preferred_name ""Epithelium of zone of small intestine""^^xsd:string .

","epithelium of zone of small intestine is a type of an endo epithelium.
epithelium of zone of small intestine preferred name a Epithelium of zone of small intestine.","The epithelium found in the zone of the small intestine is officially classified as an endo-epithelium, and its preferred name remains the epithelium found in the zone of the small intestine itself.",llama3,2,3,5,5,1,1.0,1.0,,,1.0,1.0,,,,,,
fma,http://purl.org/sig/ont/fma/fma55330,"@prefix ns1: <http://purl.org/sig/ont/fma/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix xsd: <http://www.w3.org/2001/XMLSchema#> .

:right_arytenoid_articular_surface a owl:Class ;
    rdfs:label ""Right arytenoid articular surface""@en ;
    ns1:FMAID 55330 ;
    rdfs:subClassOf :arytenoid_articular_surface ;
    owl:disjointWith :left_arytenoid_articular_surface ;
    :preferred_name ""Right arytenoid articular surface""^^xsd:string ;
    :synonym ""Right articular surface of cricoid cartilage for right arytenoid cartilage""^^xsd:string .

","right arytenoid articular surface is a type of an arytenoid articular surface.
right arytenoid articular surface is different from a left arytenoid articular surface.
right arytenoid articular surface preferred name a Right arytenoid articular surface.
right arytenoid articular surface synonym a Right articular surface of cricoid cartilage for right arytenoid cartilage.","The right arytenoid articular surface is a specific type of its own kind, distinct from the left one. Its preferred name is indeed ""Right Arytenoid Articular Surface"". Additionally, it's also known as the ""Right Articular Surface of Cricoid Cartilage for Right Arytenoid Cartilage"", which highlights its unique relationship with the right arytenoid cartilage.",llama3,4,4,7,7,1,1.0,1.0,,,1.0,1.0,1.0,1.0,,,,
fma,http://purl.org/sig/ont/fma/fma22055,"@prefix ns1: <http://purl.org/sig/ont/fma/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix xsd: <http://www.w3.org/2001/XMLSchema#> .

:labium_minus_branch_of_left_posterior_labial_nerve a owl:Class ;
    rdfs:label ""Labium minus branch of left posterior labial nerve""@en ;
    ns1:FMAID 22055 ;
    rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :constitutional_part_of ;
            owl:someValuesFrom :left_labium_minus ],
        :labium_minus_branch_of_posterior_labial_nerve ;
    :preferred_name ""Labium minus branch of left posterior labial nerve""^^xsd:string .

","labium minus branch of left posterior labial nerve is a type of a labium minus branch of posterior labial nerve.
labium minus branch of left posterior labial nerve is a type of at least constitutional part of some a left labium minus.
labium minus branch of left posterior labial nerve preferred name a Labium minus branch of left posterior labial nerve.","The labium minus branch of the left posterior labial nerve, also known as the Labium minus branch of the left posterior labial nerve, is a type of constitutional part of the left labium minus.",llama3,3,6,7,9,2,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,
fma,http://purl.org/sig/ont/fma/fma17829,"@prefix ns1: <http://purl.org/sig/ont/fma/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix xsd: <http://www.w3.org/2001/XMLSchema#> .

:wall_of_pelvic_part_of_left_ureter a owl:Class ;
    rdfs:label ""Wall of pelvic part of left ureter""@en ;
    ns1:FMAID 17829 ;
    rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :constitutional_part ;
            owl:someValuesFrom :mucosa_of_pelvic_part_of_left_ureter ],
        [ a owl:Restriction ;
            owl:onProperty :constitutional_part ;
            owl:someValuesFrom :muscle_layer_of_pelvic_part_of_left_ureter ],
        [ a owl:Restriction ;
            owl:onProperty :constitutional_part ;
            owl:someValuesFrom :adventitia_of_pelvic_part_of_left_ureter ],
        [ a owl:Restriction ;
            owl:onProperty :constitutional_part_of ;
            owl:someValuesFrom :pelvic_part_of_left_ureter ],
        [ a owl:Restriction ;
            owl:onProperty :regional_part_of ;
            owl:someValuesFrom :wall_of_left_ureter_proper ],
        :pelvic_part_of_wall_of_ureter ;
    :preferred_name ""Wall of pelvic part of left ureter""^^xsd:string .

","wall of pelvic part of left ureter is a type of a pelvic part of wall of ureter.
wall of pelvic part of left ureter is a type of at least constitutional part of some a pelvic part of left ureter.
wall of pelvic part of left ureter is a type of at least constitutional part some a mucosa of pelvic part of left ureter.
wall of pelvic part of left ureter is a type of at least constitutional part some a muscle layer of pelvic part of left ureter.
wall of pelvic part of left ureter is a type of at least constitutional part some an adventitia of pelvic part of left ureter.
wall of pelvic part of left ureter is a type of at least regional part of some a wall of left ureter proper.
wall of pelvic part of left ureter preferred name a Wall of pelvic part of left ureter.","The wall of the pelvic part of the left ureter refers to the constitutional parts that make up this region, specifically including the mucosa, muscle layer, and adventitia. It is also considered a regional part of the wall of the left ureter proper, with its preferred name being the Wall of the pelvic part of the left ureter.",llama3,7,12,7,25,6,1.0,6.0,5.0,5.0,1.0,1.0,,,,,,
fma,http://purl.org/sig/ont/fma/fma51554,"@prefix ns1: <http://purl.org/sig/ont/fma/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix xsd: <http://www.w3.org/2001/XMLSchema#> .

:compact_bone_of_neck_of_right_femur a owl:Class ;
    rdfs:label ""Compact bone of neck of right femur""@en ;
    ns1:FMAID 51554 ;
    rdfs:subClassOf :compact_bone_of_neck_of_femur ;
    owl:disjointWith :compact_bone_of_neck_of_left_femur ;
    :preferred_name ""Compact bone of neck of right femur""^^xsd:string .

","compact bone of neck of right femur is a type of a compact bone of neck of femur.
compact bone of neck of right femur is different from a compact bone of neck of left femur.
compact bone of neck of right femur preferred name a Compact bone of neck of right femur.","The compact bone of the neck of the right femur, also known as the Compact bone of the neck of the right femur, is a specific type of compact bone found in the neck of the right femur. It's distinct from its counterpart on the left side and has this preferred name to distinguish it.",llama3,3,4,6,6,1,1.0,1.0,,,1.0,1.0,1.0,,,,,
fma,http://purl.org/sig/ont/fma/fma268303,"@prefix ns1: <http://purl.org/sig/ont/fma/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix xsd: <http://www.w3.org/2001/XMLSchema#> .

:t3_segment_of_lateral_corticospinal_tract a owl:Class ;
    rdfs:label ""T3 segment of lateral corticospinal tract""@en ;
    ns1:FMAID 268303 ;
    rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :regional_part_of ;
            owl:someValuesFrom :thoracic_segment_of_lateral_corticospinal_tract ],
        :thoracic_subsegment_of_lateral_corticospinal_tract ;
    :preferred_name ""T3 segment of lateral corticospinal tract""^^xsd:string .

","t3 segment of lateral corticospinal tract is a type of a thoracic subsegment of lateral corticospinal tract.
t3 segment of lateral corticospinal tract is a type of at least regional part of some a thoracic segment of lateral corticospinal tract.
t3 segment of lateral corticospinal tract preferred name a T3 segment of lateral corticospinal tract.","The T3 segment of the lateral corticospinal tract refers to a specific regional part within the thoracic segment of the lateral corticospinal tract, and it's also commonly known as the T3 segment of the lateral corticospinal tract itself.",llama3,3,6,7,9,2,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,
fma,http://purl.org/sig/ont/fma/fma46730,"@prefix ns1: <http://purl.org/sig/ont/fma/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix xsd: <http://www.w3.org/2001/XMLSchema#> .

:tensor_veli_palatini a owl:Class ;
    rdfs:label ""Tensor veli palatini""@en ;
    ns1:FMAID 46730 ;
    rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :nerve_supply ;
            owl:someValuesFrom :nerve_to_tensor_veli_palatini ],
        [ a owl:Restriction ;
            owl:onProperty :derives_from ;
            owl:someValuesFrom :mesoderm_of_first_pharyngeal_arch ],
        [ a owl:Restriction ;
            owl:onProperty :matures_from ;
            owl:someValuesFrom :fetal_tensor_veli_palatini ],
        :muscle_of_palate ;
    :non_english_equivalent ""Muscle tenseur du voile du palais""^^xsd:string,
        ""Musculus tensor veli palatini""^^xsd:string ;
    :preferred_name ""Tensor veli palatini""^^xsd:string ;
    :synonym ""Tensor veli palatini muscle""^^xsd:string .

","tensor veli palatini is a type of a muscle of palate.
tensor veli palatini is a type of at least derives from some a mesoderm of first pharyngeal arch.
tensor veli palatini is a type of at least matures from some a fetal tensor veli palatini.
tensor veli palatini is a type of at least nerve supply some a nerve to tensor veli palatini.
tensor veli palatini non English equivalent a Muscle tenseur du voile du palais.
tensor veli palatini non English equivalent a Musculus tensor veli palatini.
tensor veli palatini preferred name a Tensor veli palatini.
tensor veli palatini synonym a Tensor veli palatini muscle.","The tensor veli palatini is a type of muscle found in the palate, specifically derived from the first pharyngeal arch during embryonic development and maturing from fetal stages. This muscle receives its nerve supply and plays a crucial role in the functioning of the palate. It's also known as the Tensor veli palatini or Musculus tensor veli palatini, with non-English equivalents including ""Muscle tenseur du voile du palais"" and ""Tensor veli palatini muscle"".",llama3,8,10,9,20,4,1.0,4.0,3.0,3.0,1.0,1.0,,1.0,2.0,,,
