ontology,root,fragment,text,llm_text,model,statements,unique_concepts,unique_relationships,total_relationships,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.w3.org/2000/01/rdf-schema#label,http://www.w3.org/2002/07/owl#onProperty,http://www.w3.org/2002/07/owl#someValuesFrom,http://www.w3.org/2002/07/owl#equivalentClass,http://www.w3.org/2002/07/owl#intersectionOf,http://www.w3.org/1999/02/22-rdf-syntax-ns#first,http://www.w3.org/1999/02/22-rdf-syntax-ns#rest,http://purl.obolibrary.org/obo/IAO_0000115,http://purl.org/dc/terms/conformsTo,http://www.geneontology.org/formats/oboInOwl#hasDbXref,http://www.geneontology.org/formats/oboInOwl#hasExactSynonym,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,http://www.geneontology.org/formats/oboInOwl#id,http://www.geneontology.org/formats/oboInOwl#inSubset,http://www.w3.org/2004/02/skos/core#exactMatch,http://purl.obolibrary.org/obo/RO_0002175,http://purl.obolibrary.org/obo/IAO_0000233,http://www.w3.org/2000/01/rdf-schema#seeAlso,http://purl.obolibrary.org/obo/mondo#excluded_from_qc_check,http://www.geneontology.org/formats/oboInOwl#hasAlternativeId,http://www.geneontology.org/formats/oboInOwl#hasBroadSynonym,http://www.w3.org/2000/01/rdf-schema#comment,http://www.w3.org/2004/02/skos/core#closeMatch,http://purl.obolibrary.org/obo/mondo#excluded_subClassOf,http://www.geneontology.org/formats/oboInOwl#hasNarrowSynonym,https://w3id.org/semapv/vocab/crossSpeciesExactMatch,http://purl.obolibrary.org/obo/mondo#should_conform_to,http://purl.org/dc/terms/creator,http://purl.obolibrary.org/obo/IAO_0006012,http://purl.obolibrary.org/obo/IAO_0000111,http://purl.obolibrary.org/obo/IAO_0000116,http://purl.obolibrary.org/obo/IAO_0000117,http://purl.obolibrary.org/obo/IAO_0000119
mondo,http://purl.obolibrary.org/obo/MONDO_0012789,"@prefix ns1: <http://www.geneontology.org/formats/oboInOwl#> .
@prefix ns2: <http://purl.obolibrary.org/obo/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix skos: <http://www.w3.org/2004/02/skos/core#> .
@prefix xsd: <http://www.w3.org/2001/XMLSchema#> .

:dystonia_16 a owl:Class ;
    rdfs:label ""dystonia 16"" ;
    ns2:IAO_0000233 ""https://github.com/monarch-initiative/mondo/issues/6752""^^xsd:anyURI ;
    ns1:hasDbXref ""DOID:0090048"",
        ""GARD:10539"",
        ""MEDGEN:436979"",
        ""MESH:C567430"",
        ""NANDO:1200529"",
        ""NCIT:C168729"",
        ""OMIM:612067"",
        ""Orphanet:210571"",
        ""SCTID:722435003"",
        ""UMLS:C2677567"" ;
    ns1:id ""MONDO:0012789"" ;
    ns1:inSubset :gard_rare,
        :nord_rare,
        :ordo_disorder,
        :orphanet_rare,
        :otar,
        :rare ;
    rdfs:seeAlso ""https://rarediseases.info.nih.gov/diseases/10539/dystonia-16""^^xsd:anyURI ;
    rdfs:subClassOf _:N6fcc2802a209430fb1a6935d3ea878c8,
        :combined_dystonia,
        :multifocal_dystonia,
        :parkinsonian_disorder ;
    owl:equivalentClass [ a owl:Class ;
            owl:intersectionOf [ rdf:first :inherited_dystonia ;
                    rdf:rest [ rdf:first _:N6fcc2802a209430fb1a6935d3ea878c8 ;
                            rdf:rest :nil ] ] ] ;
    skos:exactMatch :436979,
        :612067,
        :722435003,
        :c2677567,
        :c567430,
        :doid_0090048,
        :ncit_c168729,
        :orphanet_210571 ;
    :has_definition ""Dystonia 16 (DYT16) is a very rare and newly discovered movement disorder which is characterized by early-onset progressive limb dystonia, laryngeal and oromandibular dystonia, and parkinsonism."" ;
    :has_exact_synonym ""DYT-PRKRA"",
        ""DYT16"",
        ""PRKRA dystonic disorder"",
        ""dystonia 16"",
        ""dystonia type 16"",
        ""dystonic disorder caused by mutation in PRKRA"",
        ""early-onset dystonia parkinsonism"" ;
    :has_related_synonym ""Young-onset dystonia-(parkinsonism)"" .

_:N6fcc2802a209430fb1a6935d3ea878c8 a owl:Restriction ;
    owl:onProperty :has_material_basis_in_germline_mutation_in ;
    owl:someValuesFrom :prkra .

","dystonia 16 has definition a Dystonia 16 (DYT16) is a very rare and newly discovered movement disorder which is characterized by early-onset progressive limb dystonia, laryngeal and oromandibular dystonia, and parkinsonism..
dystonia 16 has exact synonym a DYT-PRKRA.
dystonia 16 has exact synonym a DYT16.
dystonia 16 has exact synonym a PRKRA dystonic disorder.
dystonia 16 has exact synonym a dystonia 16.
dystonia 16 has exact synonym a dystonia type 16.
dystonia 16 has exact synonym a dystonic disorder caused by mutation in PRKRA.
dystonia 16 has exact synonym an early-onset dystonia parkinsonism.
dystonia 16 has related synonym a Young-onset dystonia-(parkinsonism).
dystonia 16 is a type of a combined dystonia.
dystonia 16 is a type of a multifocal dystonia.
dystonia 16 is a type of a parkinsonian disorder.
dystonia 16 is a type of at least has material basis in germline mutation in some a prkra.
dystonia 16 is same as all of (an inherited dystonia, and at least has material basis in germline mutation in some a prkra).","Dystonia 16 (DYT16) is a very rare, newly discovered movement disorder characterized by early-onset progressive limb dystonia, laryngeal and oromandibular dystonia, and parkinsonism. It has several exact synonyms including DYT-PRKRA, DYT16, PRKRA dystonic disorder, dystonia type 16, dystonic disorder caused by mutation in PRKRA, and early-onset dystonia parkinsonism. A related synonym is young-onset dystonia-parkinsonism. Dystonia 16 is a type of combined dystonia, multifocal dystonia, and parkinsonian disorder, with its material basis in germline mutation in the PRKRA gene. It is also considered an inherited dystonia due to this genetic mutation.",gpt-4o,14,24,18,55,4,4.0,1,2.0,2.0,1.0,1.0,2.0,2.0,1.0,,10.0,7.0,1.0,1.0,6.0,8.0,,1.0,1.0,,,,,,,,,,,,,,,
mondo,http://purl.obolibrary.org/obo/MONDO_0007030,"@prefix ns1: <http://www.geneontology.org/formats/oboInOwl#> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix skos: <http://www.w3.org/2004/02/skos/core#> .

:autosomal_dominant_aarskog_syndrome a owl:Class ;
    rdfs:label ""autosomal dominant Aarskog syndrome"" ;
    ns1:hasDbXref ""DOID:0111825"",
        ""GARD:15029"",
        ""MEDGEN:460570"",
        ""MESH:C535331"",
        ""NORD:702"",
        ""OMIM:100050"",
        ""SCTID:14921002"",
        ""UMLS:C3149220"" ;
    ns1:id ""MONDO:0007030"" ;
    ns1:inSubset :gard_rare,
        :nord_rare,
        :rare ;
    rdfs:comment ""We place the DO class here as it is explicitly AD, but it's not clear if the intent is for the DO class to be equivalent to the classic X-linked form (the DO synonyms suggest this is the case)"" ;
    rdfs:subClassOf :autosomal_dominant_disease,
        :faciodigitogenital_syndrome ;
    skos:exactMatch :100050,
        :460570,
        :c3149220,
        :doid_0111825 ;
    :has_related_synonym ""Aarskog Syndrome"",
        ""Aarskog syndrome"",
        ""Aarskog syndrome, autosomal dominant"",
        ""Aarskog-Scott syndrome"",
        ""faciogenital dysplasia"" .

","autosomal dominant aarskog syndrome has related synonym a Aarskog Syndrome.
autosomal dominant aarskog syndrome has related synonym a Aarskog syndrome, autosomal dominant.
autosomal dominant aarskog syndrome has related synonym a Aarskog syndrome.
autosomal dominant aarskog syndrome has related synonym a Aarskog-Scott syndrome.
autosomal dominant aarskog syndrome has related synonym a faciogenital dysplasia.
autosomal dominant aarskog syndrome is a type of a faciodigitogenital syndrome.
autosomal dominant aarskog syndrome is a type of an autosomal dominant disease.","Autosomal dominant Aarskog syndrome, also known by various synonyms such as Aarskog Syndrome, Aarskog syndrome, autosomal dominant, Aarskog-Scott syndrome, and faciogenital dysplasia, is a type of faciodigitogenital syndrome and an autosomal dominant disease.",gpt-4o,7,11,9,26,1,2.0,1,,,,,,,,,8.0,,5.0,1.0,3.0,4.0,,,,,,,1.0,,,,,,,,,,,
mondo,http://purl.obolibrary.org/obo/MONDO_0002255,"@prefix ns1: <http://www.geneontology.org/formats/oboInOwl#> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix skos: <http://www.w3.org/2004/02/skos/core#> .

:hypertrophic_elongation_of_cervix a owl:Class ;
    rdfs:label ""hypertrophic elongation of cervix"" ;
    ns1:hasDbXref ""DOID:2251"",
        ""ICD9:622.6"",
        ""MEDGEN:507825"",
        ""SCTID:198353000"",
        ""UMLS:C0020561"" ;
    ns1:id ""MONDO:0002255"" ;
    rdfs:subClassOf :cervix_disorder ;
    skos:exactMatch :198353000,
        :507825,
        :c0020561,
        :doid_2251 .

",hypertrophic elongation of cervix is a type of a cervix disorder.,Hypertrophic elongation of the cervix is a type of cervix disorder.,gpt-4o,1,7,6,13,1,1.0,1,,,,,,,,,5.0,,,1.0,,4.0,,,,,,,,,,,,,,,,,,
mondo,http://purl.obolibrary.org/obo/GO_0050820,"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:positive_regulation_of_coagulation a owl:Class ;
    rdfs:label ""positive regulation of coagulation"" ;
    rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :positively_regulates ;
            owl:someValuesFrom :coagulation ],
        :positive_regulation_of_multicellular_organismal_process,
        :regulation_of_coagulation .

","positive regulation of coagulation is a type of a positive regulation of multicellular organismal process.
positive regulation of coagulation is a type of a regulation of coagulation.
positive regulation of coagulation is a type of at least positively regulates some a coagulation.","Positive regulation of coagulation is a type of positive regulation of multicellular organismal process. It is also a type of regulation of coagulation. Additionally, it positively regulates at least some aspect of coagulation.",gpt-4o,3,7,5,8,2,3.0,1,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mondo,http://purl.obolibrary.org/obo/HP_0009799,"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:supernumerary_spleens a owl:Class ;
    rdfs:label ""Supernumerary spleens"" ;
    rdfs:subClassOf :abnormal_spleen_morphology .

",supernumerary spleens is a type of an abnormal spleen morphology.,Supernumerary spleens are a type of abnormal spleen morphology.,gpt-4o,1,3,3,3,1,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mondo,http://purl.obolibrary.org/obo/MONDO_0006755,"@prefix ns1: <http://www.geneontology.org/formats/oboInOwl#> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix skos: <http://www.w3.org/2004/02/skos/core#> .

:euthyroid_sick_syndrome a owl:Class ;
    rdfs:label ""euthyroid sick syndrome"" ;
    ns1:hasDbXref ""DOID:2856"",
        ""EFO:1000931"",
        ""ICD10CM:E07.81"",
        ""ICD9:790.94"",
        ""MEDGEN:41908"",
        ""MESH:D005067"",
        ""MedDRA:10015549"",
        ""NCIT:C113170"",
        ""SCTID:237542005"",
        ""UMLS:C0015190"" ;
    ns1:id ""MONDO:0006755"" ;
    ns1:inSubset :otar ;
    rdfs:subClassOf :syndromic_disease,
        :thyroid_gland_disorder ;
    skos:closeMatch :10015549 ;
    skos:exactMatch :237542005,
        :41908,
        :c0015190,
        :d005067,
        :doid_2856,
        :e07.81,
        :ncit_c113170 ;
    :has_definition ""Abnormal thyroid function tests, low triiodothyronine with elevated reverse triiodothyronine, in the setting of non-thyroidal illness."" ;
    :has_exact_synonym ""euthyroid sick syndrome"",
        ""sick euthyroid syndrome"",
        ""sick-euthyroid syndrome"" .

","euthyroid sick syndrome has definition a Abnormal thyroid function tests, low triiodothyronine with elevated reverse triiodothyronine, in the setting of non-thyroidal illness..
euthyroid sick syndrome has exact synonym a sick euthyroid syndrome.
euthyroid sick syndrome has exact synonym a sick-euthyroid syndrome.
euthyroid sick syndrome has exact synonym an euthyroid sick syndrome.
euthyroid sick syndrome is a type of a syndromic disease.
euthyroid sick syndrome is a type of a thyroid gland disorder.","Euthyroid sick syndrome, also known as sick euthyroid syndrome, sick-euthyroid syndrome, or euthyroid sick syndrome, is characterized by abnormal thyroid function tests. These tests typically show low triiodothyronine (T3) and elevated reverse triiodothyronine (rT3) in the context of a non-thyroidal illness. This syndrome is classified as both a syndromic disease and a thyroid gland disorder.",gpt-4o,6,13,10,28,1,2.0,1,,,,,,,1.0,,10.0,3.0,,1.0,1.0,7.0,,,,,,,,1.0,,,,,,,,,,
mondo,http://purl.obolibrary.org/obo/ECTO_0000207,"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:exposure_to_carbon_monoxide a owl:Class ;
    rdfs:label ""exposure to carbon monoxide"" ;
    rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :has_exposure_stimulus ;
            owl:someValuesFrom :carbon_monoxide ],
        :exposure_to_gas_molecular_entity,
        :exposure_to_organic_compound,
        :exposure_to_oxygen_molecular_entity ;
    :has_definition ""An exposure to carbon monoxide."" .

","exposure to carbon monoxide has definition a An exposure to carbon monoxide..
exposure to carbon monoxide is a type of an exposure to gas molecular entity.
exposure to carbon monoxide is a type of an exposure to organic compound.
exposure to carbon monoxide is a type of an exposure to oxygen molecular entity.
exposure to carbon monoxide is a type of at least has exposure stimulus some a carbon monoxide.","Exposure to carbon monoxide, defined as an exposure to carbon monoxide, is a type of exposure to a gas molecular entity, an organic compound, and an oxygen molecular entity. Additionally, it involves exposure to the stimulus of carbon monoxide.",gpt-4o,5,8,6,10,2,4.0,1,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
mondo,http://purl.obolibrary.org/obo/CL_0002303,"@prefix ns1: <http://purl.obolibrary.org/obo/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:pigmented_ciliary_epithelial_cell a owl:Class ;
    rdfs:label ""pigmented ciliary epithelial cell"" ;
    ns1:RO_0002175 :homo_sapiens ;
    rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :part_of ;
            owl:someValuesFrom :ciliary_epithelium ],
        :pigmented_epithelial_cell .

","pigmented ciliary epithelial cell is a type of a pigmented epithelial cell.
pigmented ciliary epithelial cell is a type of at least part of some a ciliary epithelium.",A pigmented ciliary epithelial cell is a type of pigmented epithelial cell and is part of some ciliary epithelium.,gpt-4o,2,7,6,8,2,2.0,1,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
mondo,http://purl.obolibrary.org/obo/MONDO_0009836,"@prefix ns1: <http://www.geneontology.org/formats/oboInOwl#> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix skos: <http://www.w3.org/2004/02/skos/core#> .

:pancreatitis_sclerosing_cholangitis_and_sicca_complex a owl:Class ;
    rdfs:label ""pancreatitis, sclerosing cholangitis, and sicca complex"" ;
    ns1:hasDbXref ""MEDGEN:340461"",
        ""MESH:C564906"",
        ""OMIM:260480"",
        ""UMLS:C1850080"" ;
    ns1:id ""MONDO:0009836"" ;
    rdfs:subClassOf :hereditary_disease ;
    skos:exactMatch :260480,
        :340461,
        :c1850080,
        :c564906 ;
    :has_exact_synonym ""pancreatitis, sclerosing cholangitis, and sicca complex"" .

","pancreatitis sclerosing cholangitis and sicca complex has exact synonym a pancreatitis, sclerosing cholangitis, and sicca complex.
pancreatitis sclerosing cholangitis and sicca complex is a type of a hereditary disease.","The exact synonym for pancreatitis, sclerosing cholangitis, and sicca complex is pancreatitis, sclerosing cholangitis, and sicca complex. This condition is a type of hereditary disease.",gpt-4o,2,7,7,13,1,1.0,1,,,,,,,,,4.0,1.0,,1.0,,4.0,,,,,,,,,,,,,,,,,,
mondo,http://purl.obolibrary.org/obo/CL_0011030,"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:dermal_microvascular_endothelial_cell a owl:Class ;
    rdfs:label ""dermal microvascular endothelial cell"" ;
    rdfs:subClassOf :dermis_blood_vessel_endothelial_cell,
        :microvascular_endothelial_cell .

","dermal microvascular endothelial cell is a type of a dermis blood vessel endothelial cell.
dermal microvascular endothelial cell is a type of a microvascular endothelial cell.",A dermal microvascular endothelial cell is a type of dermis blood vessel endothelial cell and also a type of microvascular endothelial cell.,gpt-4o,2,4,3,4,1,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mondo,http://purl.obolibrary.org/obo/MONDO_0008376,"@prefix ns1: <http://www.geneontology.org/formats/oboInOwl#> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix skos: <http://www.w3.org/2004/02/skos/core#> .

:retinal_venous_beading a owl:Class ;
    rdfs:label ""retinal venous beading"" ;
    ns1:hasDbXref ""MEDGEN:422473"",
        ""OMIM:180080"",
        ""UMLS:C2939143"" ;
    ns1:id ""MONDO:0008376"" ;
    rdfs:subClassOf :hereditary_disease ;
    skos:exactMatch :180080,
        :422473,
        :c2939143 ;
    :has_exact_synonym ""retinal venous beading"" .

","retinal venous beading has exact synonym a retinal venous beading.
retinal venous beading is a type of a hereditary disease.","Retinal venous beading, which is synonymous with retinal venous beading, is a type of hereditary disease.",gpt-4o,2,6,7,11,1,1.0,1,,,,,,,,,3.0,1.0,,1.0,,3.0,,,,,,,,,,,,,,,,,,
mondo,http://purl.obolibrary.org/obo/MONDO_0007290,"@prefix ns1: <http://www.geneontology.org/formats/oboInOwl#> .
@prefix ns2: <http://purl.obolibrary.org/obo/mondo#> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix skos: <http://www.w3.org/2004/02/skos/core#> .

:cataract_5_multiple_types a owl:Class ;
    rdfs:label ""cataract 5 multiple types"" ;
    ns2:excluded_from_qc_check :qc_omim_subsumption.sparql ;
    ns1:hasDbXref ""DOID:0110255"",
        ""MEDGEN:78608"",
        ""MESH:C535342"",
        ""OMIM:116800"",
        ""UMLS:C0266537"" ;
    ns1:id ""MONDO:0007290"" ;
    ns1:inSubset :gard_rare,
        :nord_rare,
        :otar,
        :rare ;
    rdfs:subClassOf _:N8fa2176af14c43228a9417c269904696,
        :early_onset_non_syndromic_cataract ;
    owl:equivalentClass [ a owl:Class ;
            owl:intersectionOf [ rdf:first :cataract ;
                    rdf:rest [ rdf:first _:N8fa2176af14c43228a9417c269904696 ;
                            rdf:rest :nil ] ] ] ;
    skos:exactMatch :116800,
        :78608,
        :c0266537,
        :c535342,
        :doid_0110255 ;
    :has_definition ""Any cataract (disease) in which the cause of the disease is a mutation in the HSF4 gene."" ;
    :has_exact_synonym ""CTRCT5"",
        ""HSF4 cataract (disease)"",
        ""cataract (disease) caused by mutation in HSF4"" ;
    :has_related_synonym ""cataract 5, multiple types"",
        ""cataract, Marner type"",
        ""cataract, lamellar"" .

_:N8fa2176af14c43228a9417c269904696 a owl:Restriction ;
    owl:onProperty :has_material_basis_in_germline_mutation_in ;
    owl:someValuesFrom :hsf4 .

","cataract 5 multiple types has definition a Any cataract (disease) in which the cause of the disease is a mutation in the HSF4 gene..
cataract 5 multiple types has exact synonym a CTRCT5.
cataract 5 multiple types has exact synonym a HSF4 cataract (disease).
cataract 5 multiple types has exact synonym a cataract (disease) caused by mutation in HSF4.
cataract 5 multiple types has related synonym a cataract 5, multiple types.
cataract 5 multiple types has related synonym a cataract, Marner type.
cataract 5 multiple types has related synonym a cataract, lamellar.
cataract 5 multiple types is a type of an early onset non syndromic cataract.
cataract 5 multiple types is a type of at least has material basis in germline mutation in some a hsf4.
cataract 5 multiple types is same as all of (a cataract, and at least has material basis in germline mutation in some a hsf4).","Cataract 5, multiple types, is defined as any cataract disease caused by a mutation in the HSF4 gene. It is also known by the exact synonyms CTRCT5, HSF4 cataract, and cataract caused by mutation in HSF4. Related synonyms include cataract 5, multiple types, cataract Marner type, and cataract lamellar. This condition is a type of early onset non-syndromic cataract and has a material basis in a germline mutation in the HSF4 gene. It encompasses all cataracts that have this genetic mutation.",gpt-4o,10,18,17,40,4,2.0,1,2.0,2.0,1.0,1.0,2.0,2.0,1.0,,5.0,3.0,3.0,1.0,4.0,5.0,,,,1.0,,,,,,,,,,,,,,
mondo,http://purl.obolibrary.org/obo/MONDO_0958093,"@prefix ns1: <http://www.geneontology.org/formats/oboInOwl#> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix skos: <http://www.w3.org/2004/02/skos/core#> .

:non_syndromic_supernumerary_kidneys a owl:Class ;
    rdfs:label ""non-syndromic supernumerary kidneys"" ;
    ns1:hasDbXref ""Orphanet:652528"" ;
    ns1:id ""MONDO:0958093"" ;
    ns1:inSubset :gard_rare,
        :ordo_disorder,
        :orphanet_rare,
        :rare ;
    rdfs:subClassOf :kidney_disorder ;
    skos:exactMatch :orphanet_652528 .

",non syndromic supernumerary kidneys is a type of a kidney disorder.,Non-syndromic supernumerary kidneys is a type of kidney disorder.,gpt-4o,1,8,7,10,1,1.0,1,,,,,,,,,1.0,,,1.0,4.0,1.0,,,,,,,,,,,,,,,,,,
mondo,http://purl.obolibrary.org/obo/MONDO_0001262,"@prefix ns1: <http://www.geneontology.org/formats/oboInOwl#> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix skos: <http://www.w3.org/2004/02/skos/core#> .

:african_histoplasmosis a owl:Class ;
    rdfs:label ""African histoplasmosis"" ;
    ns1:hasDbXref ""DOID:11315"",
        ""ICD9:115.10"",
        ""MEDGEN:526120"",
        ""SCTID:78511005"",
        ""UMLS:C0220977"" ;
    ns1:id ""MONDO:0001262"" ;
    ns1:inSubset :gard_rare,
        :rare ;
    rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :disease_has_infectious_agent ;
            owl:someValuesFrom :histoplasma_capsulatum_var_duboisii ],
        :histoplasma_capsulatum_infectious_disease ;
    owl:equivalentClass [ a owl:Class ;
            owl:intersectionOf [ rdf:first :infectious_disease ;
                    rdf:rest [ rdf:first [ a owl:Restriction ;
                                    owl:onProperty :disease_has_infectious_agent ;
                                    owl:someValuesFrom :histoplasma_capsulatum_var_duboisii ] ;
                            rdf:rest :nil ] ] ] ;
    skos:exactMatch :526120,
        :78511005,
        :c0220977,
        :doid_11315 ;
    :conforms_to :infectious_disease_by_agent.yaml ;
    :has_definition ""An disease or disorder caused by infection with Histoplasma capsulatum var. duboisii."" ;
    :has_exact_synonym ""African histoplasmosis"",
        ""Histoplasma capsulatum var. duboisii caused disease or disorder"",
        ""Histoplasma capsulatum var. duboisii disease or disorder"",
        ""Histoplasma capsulatum var. duboisii infectious disease"" ;
    :has_related_synonym ""Histoplasma duboisii infection"",
        ""infection by Histoplasma duboisii"",
        ""large form histoplasmosis"" .

","african histoplasmosis conforms to an infectious disease by agent.yaml.
african histoplasmosis has definition a An disease or disorder caused by infection with Histoplasma capsulatum var. duboisii..
african histoplasmosis has exact synonym a African histoplasmosis.
african histoplasmosis has exact synonym a Histoplasma capsulatum var. duboisii caused disease or disorder.
african histoplasmosis has exact synonym a Histoplasma capsulatum var. duboisii disease or disorder.
african histoplasmosis has exact synonym a Histoplasma capsulatum var. duboisii infectious disease.
african histoplasmosis has related synonym a Histoplasma duboisii infection.
african histoplasmosis has related synonym a large form histoplasmosis.
african histoplasmosis has related synonym an infection by Histoplasma duboisii.
african histoplasmosis is a type of a histoplasma capsulatum infectious disease.
african histoplasmosis is a type of at least disease has infectious agent some a histoplasma capsulatum var duboisii.
african histoplasmosis is same as all of (an infectious disease, and at least disease has infectious agent some a histoplasma capsulatum var duboisii).","African histoplasmosis is an infectious disease caused by Histoplasma capsulatum var. duboisii. It is also known as Histoplasma capsulatum var. duboisii disease or disorder, Histoplasma capsulatum var. duboisii infectious disease, and African histoplasmosis. Related terms include Histoplasma duboisii infection, large form histoplasmosis, and infection by Histoplasma duboisii. African histoplasmosis falls under the category of Histoplasma capsulatum infectious diseases, specifically involving the infectious agent Histoplasma capsulatum var. duboisii.",gpt-4o,12,15,17,38,4,2.0,1,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,5.0,4.0,3.0,1.0,2.0,4.0,,,,,,,,,,,,,,,,,,
mondo,http://identifiers.org/hgnc/5037,"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:hnrnpdl a owl:Class ;
    rdfs:label ""HNRNPDL"" ;
    rdfs:subClassOf :gene .

",hnrnpdl is a type of a gene.,HNRNPDL is a type of gene.,gpt-4o,1,3,3,3,1,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mondo,http://purl.obolibrary.org/obo/UBERON_0010760,"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:supraglenoid_tubercle a owl:Class ;
    rdfs:label ""supraglenoid tubercle"" ;
    rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :part_of ;
            owl:someValuesFrom :coracoid_process_of_scapula ],
        :skeletal_element_projection,
        :tubercle .

","supraglenoid tubercle is a type of a skeletal element projection.
supraglenoid tubercle is a type of a tubercle.
supraglenoid tubercle is a type of at least part of some a coracoid process of scapula.",The supraglenoid tubercle is a type of skeletal element projection and a specific kind of tubercle. It is also part of the coracoid process of the scapula.,gpt-4o,3,7,5,8,2,3.0,1,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
